iucn_sid,sciname,kingdom,phylum,category,tot_count_cells,num_countries,xbd
154856,Chromis pembae,ANIMALIA,CHORDATA,LC,5595,15,transboundary
154857,Silhouettea nuchipunctatus,ANIMALIA,CHORDATA,DD,2,1,singlecountry
154859,Lampadena pontifex,ANIMALIA,CHORDATA,LC,8959,11,transboundary
154861,Istigobius rigilius,ANIMALIA,CHORDATA,LC,22166,24,transboundary
154862,Scartelaos cantoris,ANIMALIA,CHORDATA,DD,243,2,transboundary
154863,Parioglossus taeniatus,ANIMALIA,CHORDATA,LC,5096,10,transboundary
154868,Cirrhilabrus rhomboidalis,ANIMALIA,CHORDATA,DD,420,4,transboundary
154870,Parapercis colias,ANIMALIA,CHORDATA,LC,2676,1,singlecountry
154871,Ctenogobius thoropsis,ANIMALIA,CHORDATA,LC,2337,3,transboundary
154872,Apogon compressus,ANIMALIA,CHORDATA,LC,85860,20,transboundary
154873,Porichthys oculellus,ANIMALIA,CHORDATA,DD,170,2,transboundary
154874,Hetereleotris georgegilli,ANIMALIA,CHORDATA,NT,45,2,transboundary
154875,Cynoscion acoupa,ANIMALIA,CHORDATA,LC,9495,9,transboundary
154876,Aioliops brachypterus,ANIMALIA,CHORDATA,VU,748,1,singlecountry
154877,Apodocreedia vanderhorsti,ANIMALIA,CHORDATA,DD,164,2,transboundary
154878,Pomacentrus smithi,ANIMALIA,CHORDATA,LC,12159,5,transboundary
154880,Gaidropsarus macrophthalmus,ANIMALIA,CHORDATA,LC,5592,6,transboundary
154881,Porichthys oculofrenum,ANIMALIA,CHORDATA,DD,286,4,transboundary
154888,Pomacentrus wardi,ANIMALIA,CHORDATA,LC,2660,1,singlecountry
154889,Pseudanthias ventralis,ANIMALIA,CHORDATA,LC,32276,8,transboundary
154890,Coryphaenoides subserrulatus,ANIMALIA,CHORDATA,LC,9306,4,transboundary
154891,Cirrhilabrus lineatus,ANIMALIA,CHORDATA,LC,3321,2,transboundary
154892,Eugerres axillaris,ANIMALIA,CHORDATA,LC,1670,5,transboundary
154898,Eviota storthynx,ANIMALIA,CHORDATA,LC,22229,12,transboundary
154900,Nemipterus virgatus,ANIMALIA,CHORDATA,VU,42435,10,transboundary
154901,Gazza achlamys,ANIMALIA,CHORDATA,LC,16463,25,transboundary
154904,Halichoeres ornatissimus,ANIMALIA,CHORDATA,LC,244,1,singlecountry
154906,Brama dussumieri,ANIMALIA,CHORDATA,LC,64131,99,transboundary
154910,Apogon neotes,ANIMALIA,CHORDATA,LC,10134,7,transboundary
154912,Apogon fleurieu,ANIMALIA,CHORDATA,LC,105017,45,transboundary
154915,Teixeirichthys jordani,ANIMALIA,CHORDATA,LC,7698,12,transboundary
154916,Chaenophryne longiceps,ANIMALIA,CHORDATA,LC,2225171,173,transboundary
154917,Favonigobius exquisitus,ANIMALIA,CHORDATA,LC,3316,1,singlecountry
154920,Chrysiptera flavipinnis,ANIMALIA,CHORDATA,LC,5110,5,transboundary
154921,Liopropoma longilepis,ANIMALIA,CHORDATA,DD,2092,3,transboundary
154924,Notopogon macrosolen,ANIMALIA,CHORDATA,LC,1367,2,transboundary
154926,Xenopoclinus leprosus,ANIMALIA,CHORDATA,LC,73,1,singlecountry
154927,Entomacrodus macrospilus,ANIMALIA,CHORDATA,LC,32,1,singlecountry
154928,Antigonia combatia,ANIMALIA,CHORDATA,LC,16356,42,transboundary
154929,Benthocometes robustus,ANIMALIA,CHORDATA,LC,45458,62,transboundary
154930,Batrachoides surinamensis,ANIMALIA,CHORDATA,LC,9026,12,transboundary
154931,Pseudochromis sankeyi,ANIMALIA,CHORDATA,LC,1952,6,transboundary
154932,Parupeneus posteli,ANIMALIA,CHORDATA,LC,15,1,singlecountry
154934,Congrogadus winterbottomi,ANIMALIA,CHORDATA,DD,932,1,singlecountry
154938,Bhanotia nuda,ANIMALIA,CHORDATA,LC,36,2,transboundary
154940,Pseudanthias pictilis,ANIMALIA,CHORDATA,LC,1374,3,transboundary
154943,Heteroclinus whiteleggii,ANIMALIA,CHORDATA,LC,471,1,singlecountry
154945,Pseudanthias cichlops,ANIMALIA,CHORDATA,LC,115,1,singlecountry
154946,Scomberomorus queenslandicus,ANIMALIA,CHORDATA,LC,33169,5,transboundary
154947,Ecsenius trilineatus,ANIMALIA,CHORDATA,LC,5438,5,transboundary
154950,Acyrtops amplicirrus,ANIMALIA,CHORDATA,LC,4767,34,transboundary
154951,Lethrinus genivittatus,ANIMALIA,CHORDATA,LC,46029,16,transboundary
154952,Apogonichthys ocellatus,ANIMALIA,CHORDATA,LC,38352,48,transboundary
154954,Thalassoma lucasanum,ANIMALIA,CHORDATA,LC,3956,10,transboundary
154955,Sillago indica,ANIMALIA,CHORDATA,DD,366,1,singlecountry
154957,Hypsoblennius striatus,ANIMALIA,CHORDATA,NT,663,2,transboundary
154958,Heteroclinus roseus,ANIMALIA,CHORDATA,LC,8684,3,transboundary
154959,Bryaninops amplus,ANIMALIA,CHORDATA,LC,106311,34,transboundary
154960,Scarus oviceps,ANIMALIA,CHORDATA,LC,20997,36,transboundary
154963,Priolepis sticta,ANIMALIA,CHORDATA,DD,102,1,singlecountry
154967,Amblygobius buanensis,ANIMALIA,CHORDATA,LC,19500,9,transboundary
154968,Etrumeus whiteheadi,ANIMALIA,CHORDATA,LC,2154,2,transboundary
154970,Trachinotus goodei,ANIMALIA,CHORDATA,LC,29588,46,transboundary
154971,Scarus viridifucatus,ANIMALIA,CHORDATA,LC,11588,25,transboundary
154972,Parablennius zvonimiri,ANIMALIA,CHORDATA,LC,4522,18,transboundary
154975,Anchoa delicatissima,ANIMALIA,CHORDATA,LC,590,2,transboundary
154976,Drombus halei,ANIMALIA,CHORDATA,LC,11887,3,transboundary
154978,Apogon indicus,ANIMALIA,CHORDATA,LC,7684,36,transboundary
154979,Bahaba chaptis,ANIMALIA,CHORDATA,DD,1229,3,transboundary
154980,Chirodactylus jessicalenorum,ANIMALIA,CHORDATA,LC,196,1,singlecountry
154982,Daector dowi,ANIMALIA,CHORDATA,LC,1284,5,transboundary
154986,Paraclinus magdalenae,ANIMALIA,CHORDATA,EN,49,1,singlecountry
154989,Sardinella longiceps,ANIMALIA,CHORDATA,LC,4494,9,transboundary
154990,Calamopteryx jeb,ANIMALIA,CHORDATA,LC,104,1,singlecountry
154992,Lophiodes caulinaris,ANIMALIA,CHORDATA,LC,13882,12,transboundary
154993,Pteraclis aesticola,ANIMALIA,CHORDATA,LC,186121,9,transboundary
154995,Diaphus holti,ANIMALIA,CHORDATA,LC,148793,35,transboundary
154996,Calumia godeffroyi,ANIMALIA,CHORDATA,LC,4481,12,transboundary
154997,Bregmaceros atlanticus,ANIMALIA,CHORDATA,LC,116880,72,transboundary
154998,Argyropelecus hemigymnus,ANIMALIA,CHORDATA,LC,2831003,192,transboundary
154999,Etelis carbunculus,ANIMALIA,CHORDATA,LC,195543,81,transboundary
155001,Chalixodytes tauensis,ANIMALIA,CHORDATA,LC,1739,12,transboundary
155004,Congrogadus amplimaculatus,ANIMALIA,CHORDATA,DD,1383,1,singlecountry
155006,Coris caudimacula,ANIMALIA,CHORDATA,LC,10951,31,transboundary
155008,Myripristis seychellensis,ANIMALIA,CHORDATA,LC,2303,6,transboundary
155013,Parablennius parvicornis,ANIMALIA,CHORDATA,LC,4215,26,transboundary
155014,Alectis ciliaris,ANIMALIA,CHORDATA,LC,292325,134,transboundary
155016,Orthopristis reddingi,ANIMALIA,CHORDATA,LC,1396,1,singlecountry
155017,Labroides phthirophagus,ANIMALIA,CHORDATA,LC,248,2,transboundary
155019,Calliclinus nudiventris,ANIMALIA,CHORDATA,LC,88,1,singlecountry
155020,Anchoa walkeri,ANIMALIA,CHORDATA,LC,2985,9,transboundary
155021,Coryphopterus hyalinus,ANIMALIA,CHORDATA,VU,8650,38,transboundary
155022,Uranoscopus polli,ANIMALIA,CHORDATA,LC,3095,17,transboundary
155023,Callionymus sagitta,ANIMALIA,CHORDATA,LC,28213,14,transboundary
155024,Amphichthys cryptocentrus,ANIMALIA,CHORDATA,LC,6007,8,transboundary
155025,Siganus rivulatus,ANIMALIA,CHORDATA,LC,3386,16,transboundary
155026,Pelates sexlineatus,ANIMALIA,CHORDATA,LC,21863,9,transboundary
155029,Salarias ceramensis,ANIMALIA,CHORDATA,LC,20966,9,transboundary
155030,Macroramphosus scolopax,ANIMALIA,CHORDATA,LC,211557,53,transboundary
155031,Callionymus whiteheadi,ANIMALIA,CHORDATA,DD,17980,6,transboundary
155032,Cirrhilabrus rubripinnis,ANIMALIA,CHORDATA,LC,4716,3,transboundary
155033,Halichoeres melas,ANIMALIA,CHORDATA,DD,192,1,singlecountry
155034,Crossosalarias macrospilus,ANIMALIA,CHORDATA,LC,18886,19,transboundary
155035,Parapercis signata,ANIMALIA,CHORDATA,LC,434,2,transboundary
155036,Caulolatilus hubbsi,ANIMALIA,CHORDATA,LC,4484,11,transboundary
155042,Plesiops nigricans,ANIMALIA,CHORDATA,LC,3136,10,transboundary
155043,Decapterus russelli,ANIMALIA,CHORDATA,LC,134152,47,transboundary
155046,Apogon margaritophorus,ANIMALIA,CHORDATA,LC,24492,9,transboundary
155050,Callogobius clitellus,ANIMALIA,CHORDATA,LC,13150,11,transboundary
155051,Microgobius tabogensis,ANIMALIA,CHORDATA,LC,3068,10,transboundary
155059,Gillellus healae,ANIMALIA,CHORDATA,LC,3371,4,transboundary
155061,Pomacentrus callainus,ANIMALIA,CHORDATA,LC,423,2,transboundary
155062,Dactylanthias aplodactylus,ANIMALIA,CHORDATA,DD,595,1,singlecountry
155064,Apogon notatus,ANIMALIA,CHORDATA,LC,736,1,singlecountry
155067,Pseudanthias caudalis,ANIMALIA,CHORDATA,LC,153,1,singlecountry
155068,Remora brachyptera,ANIMALIA,CHORDATA,LC,2199219,162,transboundary
155073,Doryrhamphus janssi,ANIMALIA,CHORDATA,LC,51036,20,transboundary
155075,Remora albescens,ANIMALIA,CHORDATA,LC,2007740,156,transboundary
155076,Halichoeres notospilus,ANIMALIA,CHORDATA,LC,3297,10,transboundary
155079,Torquigener tuberculiferus,ANIMALIA,CHORDATA,LC,23556,7,transboundary
155080,Hyporhamphus roberti,ANIMALIA,CHORDATA,LC,13136,18,transboundary
155081,Hyperoglyphe perciformis,ANIMALIA,CHORDATA,LC,5924,13,transboundary
155083,Centropyge acanthops,ANIMALIA,CHORDATA,LC,6080,21,transboundary
155084,Champsodon capensis,ANIMALIA,CHORDATA,LC,17868,17,transboundary
155086,Omobranchus fasciolatus,ANIMALIA,CHORDATA,LC,9216,24,transboundary
155089,Lutjanus decussatus,ANIMALIA,CHORDATA,LC,39020,20,transboundary
155096,Sarda sarda,ANIMALIA,CHORDATA,LC,133736,76,transboundary
155097,Caesio caerulaurea,ANIMALIA,CHORDATA,LC,54590,60,transboundary
155098,Chromis flavicauda,ANIMALIA,CHORDATA,DD,7585,2,transboundary
155099,Omobranchus anolius,ANIMALIA,CHORDATA,LC,6537,4,transboundary
155102,Cheilodipterus singapurensis,ANIMALIA,CHORDATA,LC,23877,14,transboundary
155103,Dactyloscopus zelotes,ANIMALIA,CHORDATA,DD,34,1,singlecountry
155104,Cheilopogon pinnatibarbatus,ANIMALIA,CHORDATA,LC,67096,28,transboundary
155108,Omobranchus rotundiceps,ANIMALIA,CHORDATA,LC,15894,4,transboundary
155109,Praealticus dayi,ANIMALIA,CHORDATA,LC,314,2,transboundary
155110,Opistognathus scops,ANIMALIA,CHORDATA,LC,2729,8,transboundary
155112,Stemonosudis gracilis,ANIMALIA,CHORDATA,LC,345868,85,transboundary
155114,Diancistrus novaeguineae,ANIMALIA,CHORDATA,LC,8325,8,transboundary
155115,Lethrinus reticulatus,ANIMALIA,CHORDATA,LC,9889,10,transboundary
155116,Sardinella albella,ANIMALIA,CHORDATA,LC,69503,42,transboundary
155118,Lethrinus conchyliatus,ANIMALIA,CHORDATA,LC,25742,17,transboundary
155120,Naso vlamingii,ANIMALIA,CHORDATA,LC,48769,60,transboundary
155121,Paraclinus integripinnis,ANIMALIA,CHORDATA,LC,838,2,transboundary
155123,Clupea harengus,ANIMALIA,CHORDATA,LC,49098,22,transboundary
155124,Amblyeleotris triguttata,ANIMALIA,CHORDATA,LC,6904,19,transboundary
155126,Apsilus dentatus,ANIMALIA,CHORDATA,LC,6002,33,transboundary
155127,Pseudochromis omanensis,ANIMALIA,CHORDATA,DD,435,1,singlecountry
155128,Caulolatilus cyanops,ANIMALIA,CHORDATA,LC,15562,27,transboundary
155130,Caranx sexfasciatus,ANIMALIA,CHORDATA,LC,234102,91,transboundary
155134,Alepes vari,ANIMALIA,CHORDATA,LC,65352,35,transboundary
155135,Sillago japonica,ANIMALIA,CHORDATA,LC,7769,6,transboundary
155136,Callionymus macclesfieldensis,ANIMALIA,CHORDATA,DD,217,1,singlecountry
155140,Paramyxine wayuu,ANIMALIA,CHORDATA,DD,3,1,singlecountry
155142,Laemonema rhodochir,ANIMALIA,CHORDATA,LC,12134,3,transboundary
155144,Myripristis trachyacron,ANIMALIA,CHORDATA,LC,7799,5,transboundary
155146,Anampses melanurus,ANIMALIA,CHORDATA,LC,14926,26,transboundary
155148,Stygnobrotula latebricola,ANIMALIA,CHORDATA,LC,3068,18,transboundary
155151,Apogon rubrimacula,ANIMALIA,CHORDATA,LC,5914,8,transboundary
155152,Lutjanus apodus,ANIMALIA,CHORDATA,LC,11788,38,transboundary
155153,Atherion elymus,ANIMALIA,CHORDATA,LC,12569,21,transboundary
155156,Lepidonectes corallicola,ANIMALIA,CHORDATA,VU,182,1,singlecountry
155157,Atrobucca kyushini,ANIMALIA,CHORDATA,DD,1804,2,transboundary
155159,Trachinotus rhodopus,ANIMALIA,CHORDATA,LC,5027,12,transboundary
155163,Haemulon striatum,ANIMALIA,CHORDATA,LC,37654,41,transboundary
155165,Corythoichthys amplexus,ANIMALIA,CHORDATA,LC,31786,25,transboundary
155167,Malacoctenus macropus,ANIMALIA,CHORDATA,LC,9626,37,transboundary
155174,Neoclinus uninotatus,ANIMALIA,CHORDATA,LC,417,5,transboundary
155175,Gerres infasciatus,ANIMALIA,CHORDATA,DD,5830,5,transboundary
155176,Parupeneus crassilabris,ANIMALIA,CHORDATA,LC,20047,22,transboundary
155177,Psenopsis anomala,ANIMALIA,CHORDATA,LC,20805,7,transboundary
155180,Calamus cervigoni,ANIMALIA,CHORDATA,LC,515,3,transboundary
155181,Chirocentrodon bleekerianus,ANIMALIA,CHORDATA,LC,11991,37,transboundary
155182,Pomadasys incisus,ANIMALIA,CHORDATA,LC,9228,41,transboundary
155186,Cirripectes filamentosus,ANIMALIA,CHORDATA,LC,55536,48,transboundary
155188,Sicydium plumieri,ANIMALIA,CHORDATA,DD,10548,23,transboundary
155192,Johnius novaeguineae,ANIMALIA,CHORDATA,LC,7619,4,transboundary
155193,Coradion melanopus,ANIMALIA,CHORDATA,LC,8924,5,transboundary
155194,Cirripectes alleni,ANIMALIA,CHORDATA,LC,1794,1,singlecountry
155197,Cotylopus acutipinnis,ANIMALIA,CHORDATA,DD,187,2,transboundary
155200,Parapercis xanthozona,ANIMALIA,CHORDATA,LC,5646,2,transboundary
155201,Ambassis urotaenia,ANIMALIA,CHORDATA,LC,11769,26,transboundary
155204,Lycodes paamiuti,ANIMALIA,CHORDATA,LC,11334,8,transboundary
155205,Caulolatilus affinis,ANIMALIA,CHORDATA,LC,4159,11,transboundary
155207,Menidia peninsulae,ANIMALIA,CHORDATA,LC,4880,3,transboundary
155210,Gobiesox multitentaculus,ANIMALIA,CHORDATA,DD,587,3,transboundary
155212,Cosmocampus elucens,ANIMALIA,CHORDATA,LC,11385,38,transboundary
155213,Synodus saurus,ANIMALIA,CHORDATA,LC,41217,65,transboundary
155214,Gobius fallax,ANIMALIA,CHORDATA,LC,1303,10,transboundary
155218,Lipogramma robinsi,ANIMALIA,CHORDATA,DD,21,2,transboundary
155220,Chaetodon sedentarius,ANIMALIA,CHORDATA,LC,21035,42,transboundary
155221,Halichoeres papilionaceus,ANIMALIA,CHORDATA,LC,14024,8,transboundary
155226,Chromogobius quadrivittatus,ANIMALIA,CHORDATA,LC,1445,14,transboundary
155229,Nemateleotris magnifica,ANIMALIA,CHORDATA,LC,29562,53,transboundary
155235,Lile piquitinga,ANIMALIA,CHORDATA,LC,5295,11,transboundary
155237,Enneapterygius abeli,ANIMALIA,CHORDATA,LC,7162,23,transboundary
155238,Halichoeres binotopsis,ANIMALIA,CHORDATA,LC,11528,8,transboundary
155240,Thryssa mystax,ANIMALIA,CHORDATA,LC,60924,21,transboundary
155242,Johnius trewavasae,ANIMALIA,CHORDATA,DD,2839,4,transboundary
155243,Branchiostegus japonicus,ANIMALIA,CHORDATA,LC,11574,7,transboundary
155244,Nemipterus nemurus,ANIMALIA,CHORDATA,LC,26983,10,transboundary
155245,Mulloidichthys dentatus,ANIMALIA,CHORDATA,LC,3077,10,transboundary
155248,Starksia guttata,ANIMALIA,CHORDATA,LC,338,5,transboundary
155249,Myripristis formosa,ANIMALIA,CHORDATA,DD,361,2,transboundary
155250,Dentex congoensis,ANIMALIA,CHORDATA,LC,8217,19,transboundary
155252,Pseudojuloides kaleidos,ANIMALIA,CHORDATA,LC,5089,3,transboundary
155253,Jenkinsia majua,ANIMALIA,CHORDATA,LC,4049,12,transboundary
155255,Neopomacentrus bankieri,ANIMALIA,CHORDATA,LC,22992,12,transboundary
155257,Cheilopogon rapanouiensis,ANIMALIA,CHORDATA,LC,967,3,transboundary
155259,Strongylura marina,ANIMALIA,CHORDATA,LC,19417,18,transboundary
155263,Paraclinus rubicundus,ANIMALIA,CHORDATA,LC,2756,1,singlecountry
155265,Malacocephalus occidentalis,ANIMALIA,CHORDATA,LC,49066,67,transboundary
155268,Scatophagus argus,ANIMALIA,CHORDATA,LC,77442,45,transboundary
155269,Opistognathus rosenblatti,ANIMALIA,CHORDATA,LC,762,1,singlecountry
155270,Entomacrodus stellifer,ANIMALIA,CHORDATA,LC,21088,12,transboundary
155271,Pseudochromis dixurus,ANIMALIA,CHORDATA,LC,2311,8,transboundary
155272,Nesogobius hinsbyi,ANIMALIA,CHORDATA,LC,1657,2,transboundary
155274,Apogon wassinki,ANIMALIA,CHORDATA,LC,32698,7,transboundary
155276,Thunnus atlanticus,ANIMALIA,CHORDATA,LC,112198,43,transboundary
155277,Antennarius analis,ANIMALIA,CHORDATA,LC,2454,17,transboundary
155278,Microgobius erectus,ANIMALIA,CHORDATA,LC,2795,7,transboundary
155279,Liopropoma aberrans,ANIMALIA,CHORDATA,LC,12519,22,transboundary
155280,Thryssa gautamiensis,ANIMALIA,CHORDATA,DD,2161,3,transboundary
155282,Gobius xanthocephalus,ANIMALIA,CHORDATA,LC,1675,11,transboundary
155285,Vanacampus vercoi,ANIMALIA,CHORDATA,LC,664,1,singlecountry
155287,Antimora microlepis,ANIMALIA,CHORDATA,DD,284617,8,transboundary
155290,Scarus schlegeli,ANIMALIA,CHORDATA,LC,26994,33,transboundary
155291,Mugil incilis,ANIMALIA,CHORDATA,LC,7216,13,transboundary
155292,Sparisoma strigatum,ANIMALIA,CHORDATA,LC,9,2,transboundary
155293,Pomadasys panamensis,ANIMALIA,CHORDATA,LC,3555,10,transboundary
155294,Anchoviella brevirostris,ANIMALIA,CHORDATA,LC,2626,5,transboundary
155295,Pseudanthias ignitus,ANIMALIA,CHORDATA,LC,2160,6,transboundary
155296,Glossanodon pygmaeus,ANIMALIA,CHORDATA,LC,12984,24,transboundary
155297,Apocryptodon punctatus,ANIMALIA,CHORDATA,LC,452,1,singlecountry
155300,Pentapodus emeryii,ANIMALIA,CHORDATA,LC,15329,6,transboundary
155304,Pomacentrus milleri,ANIMALIA,CHORDATA,LC,8653,2,transboundary
155308,Centropyge loricula,ANIMALIA,CHORDATA,LC,4852,29,transboundary
155309,Isacia conceptionis,ANIMALIA,CHORDATA,LC,1245,6,transboundary
155310,Atherinomorus stipes,ANIMALIA,CHORDATA,LC,36243,42,transboundary
155311,Raconda russeliana,ANIMALIA,CHORDATA,LC,8200,8,transboundary
155313,Canthigaster leoparda,ANIMALIA,CHORDATA,LC,1215,4,transboundary
155314,Pseudocheilinus ocellatus,ANIMALIA,CHORDATA,LC,3225,28,transboundary
155317,Rainfordia opercularis,ANIMALIA,CHORDATA,LC,2919,1,singlecountry
155318,Serranus atricauda,ANIMALIA,CHORDATA,DD,12960,16,transboundary
155321,Helcogramma decurrens,ANIMALIA,CHORDATA,LC,4550,1,singlecountry
155325,Ogcocephalus pumilus,ANIMALIA,CHORDATA,LC,4625,22,transboundary
155326,Acanthistius ocellatus,ANIMALIA,CHORDATA,LC,2880,1,singlecountry
155327,Crocodilichthys gracilis,ANIMALIA,CHORDATA,LC,612,1,singlecountry
155330,Pomadasys maculatus,ANIMALIA,CHORDATA,LC,73107,44,transboundary
158616,Squalus altipinnis,ANIMALIA,CHORDATA,DD,12884,7,transboundary
158617,Squalus edmundsi,ANIMALIA,CHORDATA,NT,2589,2,transboundary
158624,Porocephalichthys dasyrhynchus,ANIMALIA,CHORDATA,LC,116,1,singlecountry
158625,Odontanthias tapui,ANIMALIA,CHORDATA,LC,89,2,transboundary
158627,Pseudanthias pleurotaenia,ANIMALIA,CHORDATA,LC,14904,25,transboundary
158632,Salarias sinuosus,ANIMALIA,CHORDATA,LC,20932,19,transboundary
161317,Benthobatis marcida,ANIMALIA,CHORDATA,LC,1307,3,transboundary
161318,Leucoraja lentiginosa,ANIMALIA,CHORDATA,DD,2800,2,transboundary
161319,Bathyraja mariposa,ANIMALIA,CHORDATA,LC,1195,1,singlecountry
161320,Rhinobatos albomaculatus,ANIMALIA,CHORDATA,VU,1826,16,transboundary
161321,Cirrhigaleus australis,ANIMALIA,CHORDATA,DD,22142,6,transboundary
161322,Amblyraja robertsi,ANIMALIA,CHORDATA,LC,44,1,singlecountry
161324,Hydrolagus alphus,ANIMALIA,CHORDATA,DD,1690,1,singlecountry
161325,Squatina nebulosa,ANIMALIA,CHORDATA,VU,14703,6,transboundary
161326,Crassinarke dormitor,ANIMALIA,CHORDATA,DD,6047,6,transboundary
161327,Etmopterus burgessi,ANIMALIA,CHORDATA,DD,450,2,transboundary
161328,Torpedo marmorata,ANIMALIA,CHORDATA,DD,22568,55,transboundary
161329,Dipturus cerva,ANIMALIA,CHORDATA,NT,6369,1,singlecountry
161330,Eridacnis barbouri,ANIMALIA,CHORDATA,DD,2401,3,transboundary
161331,Dactylobatus clarkii,ANIMALIA,CHORDATA,DD,2536,20,transboundary
161333,Galeus schultzi,ANIMALIA,CHORDATA,DD,3403,1,singlecountry
161334,Mustelus californicus,ANIMALIA,CHORDATA,LC,1852,2,transboundary
161335,Urotrygon rogersi,ANIMALIA,CHORDATA,DD,2140,9,transboundary
161336,Scyliorhinus boa,ANIMALIA,CHORDATA,LC,16118,34,transboundary
161337,Pavoraja alleni,ANIMALIA,CHORDATA,LC,3145,1,singlecountry
161338,Beringraja cortezensis,ANIMALIA,CHORDATA,DD,131,1,singlecountry
161339,Raja radula,ANIMALIA,CHORDATA,EN,13844,20,transboundary
161340,Amblyraja reversa,ANIMALIA,CHORDATA,DD,79,1,singlecountry
161341,Cruriraja durbanensis,ANIMALIA,CHORDATA,DD,48,2,transboundary
161342,Gymnura australis,ANIMALIA,CHORDATA,LC,15989,4,transboundary
161343,Raja herwigi,ANIMALIA,CHORDATA,DD,116,1,singlecountry
161344,Rostroraja velezi,ANIMALIA,CHORDATA,DD,2522,9,transboundary
161345,Rajella bathyphila,ANIMALIA,CHORDATA,LC,1192,7,transboundary
161346,Narcine westraliensis,ANIMALIA,CHORDATA,LC,1171,1,singlecountry
161347,Neoraja africana,ANIMALIA,CHORDATA,DD,892,6,transboundary
161348,Fenestraja sibogae,ANIMALIA,CHORDATA,DD,161,1,singlecountry
161349,Benthobatis moresbyi,ANIMALIA,CHORDATA,LC,4737,3,transboundary
161350,Bathyraja maculata,ANIMALIA,CHORDATA,LC,30706,6,transboundary
161351,Cirrhoscyllium expolitum,ANIMALIA,CHORDATA,DD,2583,4,transboundary
161352,Hexanchus nakamurai,ANIMALIA,CHORDATA,DD,56927,44,transboundary
161354,Dipturus tengu,ANIMALIA,CHORDATA,DD,6072,4,transboundary
161355,Nasolamia velox,ANIMALIA,CHORDATA,DD,11339,10,transboundary
161356,Anacanthobatis donghaiensis,ANIMALIA,CHORDATA,DD,476,1,singlecountry
161357,Myliobatis tobijei,ANIMALIA,CHORDATA,DD,17128,7,transboundary
161358,Sinobatis melanosoma,ANIMALIA,CHORDATA,LC,8196,7,transboundary
161359,Fenestraja ishiyamai,ANIMALIA,CHORDATA,DD,855,5,transboundary
161360,Squalus chloroculus,ANIMALIA,CHORDATA,EN,3561,1,singlecountry
161361,Oxynotus paradoxus,ANIMALIA,CHORDATA,DD,13597,14,transboundary
161363,Zameus ichiharai,ANIMALIA,CHORDATA,DD,246,1,singlecountry
161364,Galeus eastmani,ANIMALIA,CHORDATA,LC,7439,5,transboundary
161366,Bathyraja spinicauda,ANIMALIA,CHORDATA,NT,6607,9,transboundary
161367,Apristurus japonicus,ANIMALIA,CHORDATA,DD,2537,1,singlecountry
161368,Hemitriakis complicofasciata,ANIMALIA,CHORDATA,DD,3884,5,transboundary
161370,Pavoraja nitida,ANIMALIA,CHORDATA,LC,6414,1,singlecountry
161371,Rajella bigelowi,ANIMALIA,CHORDATA,LC,6705,12,transboundary
161372,Bathyraja andriashevi,ANIMALIA,CHORDATA,LC,2136,2,transboundary
161373,Pseudobatos percellens,ANIMALIA,CHORDATA,NT,6414,26,transboundary
161374,Cruriraja cadenati,ANIMALIA,CHORDATA,DD,314,4,transboundary
161375,Bathyraja trachura,ANIMALIA,CHORDATA,LC,37625,7,transboundary
161376,Carcharhinus sorrah,ANIMALIA,CHORDATA,NT,51321,38,transboundary
