iucn_sid,sciname,kingdom,phylum,category,tot_count_cells,num_countries,xbd
185055,Homeryon asper,ANIMALIA,ARTHROPODA,LC,218,1,singlecountry
185056,Thenus parindicus,ANIMALIA,ARTHROPODA,DD,12854,6,transboundary
185057,Scyllarides obtusus,ANIMALIA,ARTHROPODA,DD,5,1,singlecountry
185058,Pentacheles validus,ANIMALIA,ARTHROPODA,LC,40770,63,transboundary
185059,Acantharctus posteli,ANIMALIA,ARTHROPODA,DD,11736,25,transboundary
185060,Enoplometopus occidentalis,ANIMALIA,ARTHROPODA,LC,29911,24,transboundary
185061,Pentacheles snyderi,ANIMALIA,ARTHROPODA,LC,9868,6,transboundary
185062,Galearctus timidus,ANIMALIA,ARTHROPODA,LC,39571,15,transboundary
185063,Metanephrops taiwanicus,ANIMALIA,ARTHROPODA,DD,15689,7,transboundary
185064,Stereomastis auriculata,ANIMALIA,ARTHROPODA,LC,64958,15,transboundary
185065,Nephropsis serrata,ANIMALIA,ARTHROPODA,DD,8753,2,transboundary
185066,Polycheles coccifer,ANIMALIA,ARTHROPODA,LC,20922,13,transboundary
185067,Polycheles tanneri,ANIMALIA,ARTHROPODA,LC,28871,6,transboundary
185068,Eunephrops luckhursti,ANIMALIA,ARTHROPODA,DD,439,1,singlecountry
185069,Stereomastis galil,ANIMALIA,ARTHROPODA,LC,47620,14,transboundary
185070,Petrarctus holthuisi,ANIMALIA,ARTHROPODA,LC,3674,2,transboundary
185071,Polycheles kermadecensis,ANIMALIA,ARTHROPODA,LC,27384,8,transboundary
185072,Stereomastis phosphorus,ANIMALIA,ARTHROPODA,LC,15889,8,transboundary
185073,Stereomastis aculeata,ANIMALIA,ARTHROPODA,LC,23426,11,transboundary
185074,Galearctus kitanoviriosus,ANIMALIA,ARTHROPODA,LC,22462,10,transboundary
185075,Thenus australiensis,ANIMALIA,ARTHROPODA,DD,13268,4,transboundary
185076,Galearctus aurora,ANIMALIA,ARTHROPODA,LC,19215,7,transboundary
185077,Bathyarctus faxoni,ANIMALIA,ARTHROPODA,LC,15987,26,transboundary
185078,Chelarctus crosnieri,ANIMALIA,ARTHROPODA,DD,205,1,singlecountry
185079,Homeryon armarium,ANIMALIA,ARTHROPODA,DD,1574,4,transboundary
185080,Chelarctus cultrifer,ANIMALIA,ARTHROPODA,LC,31402,25,transboundary
185081,Scyllarus depressus,ANIMALIA,ARTHROPODA,LC,17754,11,transboundary
185082,Willemoesia pacifica,ANIMALIA,ARTHROPODA,DD,11639,4,transboundary
185083,Polycheles baccatus,ANIMALIA,ARTHROPODA,LC,35568,13,transboundary
185084,Polycheles perarmatus,ANIMALIA,ARTHROPODA,LC,56646,43,transboundary
185085,Jasus caveorum,ANIMALIA,ARTHROPODA,DD,4,1,singlecountry
185086,Scyllarus americanus,ANIMALIA,ARTHROPODA,LC,14615,15,transboundary
185087,Bathyarctus chani,ANIMALIA,ARTHROPODA,LC,3576,3,transboundary
185088,Eduarctus reticulatus,ANIMALIA,ARTHROPODA,LC,1263,3,transboundary
185089,Biarctus pumilus,ANIMALIA,ARTHROPODA,LC,4653,13,transboundary
185090,Eduarctus pyrrhonotus,ANIMALIA,ARTHROPODA,LC,991,3,transboundary
185091,Pentacheles obscurus,ANIMALIA,ARTHROPODA,LC,20559,11,transboundary
185092,Thenus unimaculatus,ANIMALIA,ARTHROPODA,DD,8201,16,transboundary
185093,Crenarctus bicuspidatus,ANIMALIA,ARTHROPODA,LC,64969,27,transboundary
185094,Willemoesia inornata,ANIMALIA,ARTHROPODA,DD,11495,5,transboundary
185095,Scyllarus paradoxus,ANIMALIA,ARTHROPODA,DD,14038,22,transboundary
185096,Eduarctus aesopius,ANIMALIA,ARTHROPODA,LC,2794,7,transboundary
185126,Blennius ocellaris,ANIMALIA,CHORDATA,LC,7430,25,transboundary
185127,Lipophrys trigloides,ANIMALIA,CHORDATA,LC,6565,19,transboundary
185128,Parablennius gattorugine,ANIMALIA,CHORDATA,LC,7654,26,transboundary
185129,Ophioblennius atlanticus,ANIMALIA,CHORDATA,LC,4084,19,transboundary
185130,Neoclinus chihiroe,ANIMALIA,CHORDATA,LC,3308,4,transboundary
185131,Spaniblennius riodourensis,ANIMALIA,CHORDATA,DD,1222,5,transboundary
185132,Neoclinus nudus,ANIMALIA,CHORDATA,LC,789,4,transboundary
185133,Neoclinus blanchardi,ANIMALIA,CHORDATA,LC,799,2,transboundary
185134,Myxodagnus walkeri,ANIMALIA,CHORDATA,LC,1434,6,transboundary
185135,Storrsia olsoni,ANIMALIA,CHORDATA,LC,2,1,singlecountry
185136,Parablennius salensis,ANIMALIA,CHORDATA,LC,78,1,singlecountry
185137,Platygillellus brasiliensis,ANIMALIA,CHORDATA,LC,2398,1,singlecountry
185138,Parablennius dialloi,ANIMALIA,CHORDATA,LC,3095,18,transboundary
185140,Parablennius sierraensis,ANIMALIA,CHORDATA,LC,1441,5,transboundary
185141,Hypleurochilus aequipinnis,ANIMALIA,CHORDATA,LC,1469,7,transboundary
185142,Cryptotrema corallinum,ANIMALIA,CHORDATA,LC,662,2,transboundary
185143,Acanthemblemaria hastingsi,ANIMALIA,CHORDATA,LC,1438,1,singlecountry
185144,Scartella springeri,ANIMALIA,CHORDATA,VU,5,1,singlecountry
185145,Parablennius verryckeni,ANIMALIA,CHORDATA,DD,240,1,singlecountry
185146,Tripterygion delaisi,ANIMALIA,CHORDATA,LC,6549,19,transboundary
185147,Scartella poiti,ANIMALIA,CHORDATA,VU,3,1,singlecountry
185148,Labrisomus cricota,ANIMALIA,CHORDATA,LC,1079,1,singlecountry
185149,Hypleurochilus fissicornis,ANIMALIA,CHORDATA,LC,2592,2,transboundary
185150,Neoclinus lacunicola,ANIMALIA,CHORDATA,LC,3308,4,transboundary
185151,Microlipophrys caboverdensis,ANIMALIA,CHORDATA,LC,78,1,singlecountry
185152,Lupinoblennius paivai,ANIMALIA,CHORDATA,EN,1294,1,singlecountry
185153,Parablennius goreensis,ANIMALIA,CHORDATA,LC,773,5,transboundary
185154,Sindoscopus australis,ANIMALIA,CHORDATA,LC,271,1,singlecountry
185155,Clinitrachus argentatus,ANIMALIA,CHORDATA,LC,7085,21,transboundary
185156,Microlipophrys canevae,ANIMALIA,CHORDATA,LC,5401,21,transboundary
185157,Neoclinus bryope,ANIMALIA,CHORDATA,LC,1662,3,transboundary
185158,Auchenionchus crinitus,ANIMALIA,CHORDATA,LC,326,2,transboundary
185159,Starksia multilepis,ANIMALIA,CHORDATA,LC,2,1,singlecountry
185160,Microlipophrys velifer,ANIMALIA,CHORDATA,LC,3409,21,transboundary
185161,Labrisomus fernandezianus,ANIMALIA,CHORDATA,LC,16,1,singlecountry
185162,Parablennius ruber,ANIMALIA,CHORDATA,LC,1424,7,transboundary
185163,Scartella nuchifilis,ANIMALIA,CHORDATA,VU,4,1,singlecountry
185164,Auchenionchus microcirrhis,ANIMALIA,CHORDATA,LC,326,2,transboundary
185165,Coryphoblennius galerita,ANIMALIA,CHORDATA,LC,9770,31,transboundary
185166,Scartella caboverdiana,ANIMALIA,CHORDATA,LC,78,1,singlecountry
185167,Neoclinus toshimaensis,ANIMALIA,CHORDATA,LC,3308,4,transboundary
185168,Aidablennius sphynx,ANIMALIA,CHORDATA,LC,6652,22,transboundary
185169,Paraclinus arcanus,ANIMALIA,CHORDATA,LC,2651,1,singlecountry
185171,Neoclinus stephensae,ANIMALIA,CHORDATA,LC,755,2,transboundary
185172,Emblemaria australis,ANIMALIA,CHORDATA,LC,232,1,singlecountry
185173,Auchenionchus variolosus,ANIMALIA,CHORDATA,LC,239,1,singlecountry
185174,Alloclinus holderi,ANIMALIA,CHORDATA,LC,662,2,transboundary
185175,Salaria pavo,ANIMALIA,CHORDATA,LC,7288,25,transboundary
185176,Entomacrodus vomerinus,ANIMALIA,CHORDATA,LC,2284,1,singlecountry
185177,Spaniblennius clandestinus,ANIMALIA,CHORDATA,DD,483,2,transboundary
185178,Bathyblennius antholops,ANIMALIA,CHORDATA,DD,65,1,singlecountry
185179,Emblemariopsis diaphana,ANIMALIA,CHORDATA,LC,1414,5,transboundary
185180,Lipophrys pholis,ANIMALIA,CHORDATA,LC,3405,12,transboundary
185181,Parablennius incognitus,ANIMALIA,CHORDATA,LC,6234,25,transboundary
185183,Blennius normani,ANIMALIA,CHORDATA,LC,4276,18,transboundary
185184,Labrisomus conditus,ANIMALIA,CHORDATA,LC,1,1,singlecountry
185185,Parablennius tentacularis,ANIMALIA,CHORDATA,LC,7038,24,transboundary
185186,Malacoctenus africanus,ANIMALIA,CHORDATA,DD,115,2,transboundary
185187,Microlipophrys bauchotae,ANIMALIA,CHORDATA,DD,597,6,transboundary
185188,Neoclinus okazakii,ANIMALIA,CHORDATA,LC,3308,4,transboundary
185189,Emblemaria hudsoni,ANIMALIA,CHORDATA,LC,824,1,singlecountry
185190,Paraclinus spectator,ANIMALIA,CHORDATA,LC,2609,1,singlecountry
185191,Ophioblennius trinitatis,ANIMALIA,CHORDATA,LC,2109,1,singlecountry
185192,Calliclinus geniguttatus,ANIMALIA,CHORDATA,LC,475,1,singlecountry
185193,Parablennius sanguinolentus,ANIMALIA,CHORDATA,LC,7596,26,transboundary
185194,Starksia brasiliensis,ANIMALIA,CHORDATA,LC,2502,1,singlecountry
185195,Labrisomus philippii,ANIMALIA,CHORDATA,LC,867,2,transboundary
185196,Starksia guadalupae,ANIMALIA,CHORDATA,LC,671,4,transboundary
185865,Phaeoptyx pigmentaria,ANIMALIA,CHORDATA,LC,18943,50,transboundary
185866,Phaeoptyx conklini,ANIMALIA,CHORDATA,LC,10937,38,transboundary
185868,Astrapogon alutus,ANIMALIA,CHORDATA,LC,3861,22,transboundary
185869,Astrapogon stellatus,ANIMALIA,CHORDATA,DD,17090,42,transboundary
185870,Astrapogon puncticulatus,ANIMALIA,CHORDATA,LC,14433,42,transboundary
185872,Leptophilypnus fluviatilis,ANIMALIA,CHORDATA,LC,1156,7,transboundary
185874,Eucinostomus lefroyi,ANIMALIA,CHORDATA,LC,17893,40,transboundary
185876,Acyrtus rubiginosus,ANIMALIA,CHORDATA,LC,5686,36,transboundary
185877,Acyrtus artius,ANIMALIA,CHORDATA,LC,6805,38,transboundary
185879,Derilissus vittiger,ANIMALIA,CHORDATA,DD,100,1,singlecountry
185880,Derilissus kremnobates,ANIMALIA,CHORDATA,DD,1,1,singlecountry
185881,Derilissus altifrons,ANIMALIA,CHORDATA,LC,215,5,transboundary
185885,Nes longus,ANIMALIA,CHORDATA,LC,6683,33,transboundary
185887,Ginsburgellus novemlineatus,ANIMALIA,CHORDATA,LC,2022,28,transboundary
185891,Psilotris batrachodes,ANIMALIA,CHORDATA,LC,17748,36,transboundary
185892,Psilotris boehlkei,ANIMALIA,CHORDATA,VU,93,5,transboundary
185893,Psilotris celsus,ANIMALIA,CHORDATA,LC,2356,15,transboundary
185894,Psilotris amblyrhynchus,ANIMALIA,CHORDATA,DD,77,3,transboundary
185895,Psilotris alepis,ANIMALIA,CHORDATA,LC,11318,19,transboundary
185896,Psilotris kaufmani,ANIMALIA,CHORDATA,LC,1290,9,transboundary
185898,Risor ruber,ANIMALIA,CHORDATA,LC,32219,42,transboundary
185900,Robinsichthys arrowsmithensis,ANIMALIA,CHORDATA,DD,6,1,singlecountry
185902,Tigrigobius zebrellus,ANIMALIA,CHORDATA,LC,1110,7,transboundary
185903,Tigrigobius dilepis,ANIMALIA,CHORDATA,LC,18123,36,transboundary
185904,Tigrigobius gemmatus,ANIMALIA,CHORDATA,LC,10555,32,transboundary
185905,Tigrigobius redimiculus,ANIMALIA,CHORDATA,VU,1928,1,singlecountry
185906,Tigrigobius pallens,ANIMALIA,CHORDATA,LC,14063,35,transboundary
185909,Varicus marilynae,ANIMALIA,CHORDATA,DD,50,1,singlecountry
185911,Vomerogobius flavus,ANIMALIA,CHORDATA,DD,548,3,transboundary
185913,Evermannichthys bicolor,ANIMALIA,CHORDATA,DD,1324,3,transboundary
185914,Evermannichthys silus,ANIMALIA,CHORDATA,DD,497,4,transboundary
185915,Evermannichthys spongicola,ANIMALIA,CHORDATA,LC,3340,3,transboundary
185916,Evermannichthys metzelaari,ANIMALIA,CHORDATA,LC,12443,33,transboundary
185917,Evermannichthys convictor,ANIMALIA,CHORDATA,DD,68,2,transboundary
185919,Gramma linki,ANIMALIA,CHORDATA,LC,2370,28,transboundary
185920,Gramma melacara,ANIMALIA,CHORDATA,LC,4362,19,transboundary
185921,Gramma loreto,ANIMALIA,CHORDATA,LC,9690,37,transboundary
185922,Acyrtops beryllinus,ANIMALIA,CHORDATA,LC,7866,38,transboundary
185923,Apogon binotatus,ANIMALIA,CHORDATA,LC,8984,38,transboundary
185924,Paroncheilus affinis,ANIMALIA,CHORDATA,LC,2331,2,transboundary
185925,Apogon aurolineatus,ANIMALIA,CHORDATA,LC,11519,36,transboundary
185926,Apogon lachneri,ANIMALIA,CHORDATA,LC,6801,37,transboundary
185927,Apogon leptocaulus,ANIMALIA,CHORDATA,LC,1323,8,transboundary
185928,Apogon robbyi,ANIMALIA,CHORDATA,LC,1108,9,transboundary
185929,Apogon robinsi,ANIMALIA,CHORDATA,LC,3269,28,transboundary
185930,Apogon gouldi,ANIMALIA,CHORDATA,LC,2339,9,transboundary
185931,Apogon pseudomaculatus,ANIMALIA,CHORDATA,LC,19843,38,transboundary
185932,Apogon mosavi,ANIMALIA,CHORDATA,LC,2861,8,transboundary
185933,Zapogon evermanni,ANIMALIA,CHORDATA,LC,85805,66,transboundary
185934,Apogon phenax,ANIMALIA,CHORDATA,LC,4647,35,transboundary
185935,Apogon quadrisquamatus,ANIMALIA,CHORDATA,LC,16348,41,transboundary
185936,Apogon townsendi,ANIMALIA,CHORDATA,LC,7938,38,transboundary
185937,Apogon maculatus,ANIMALIA,CHORDATA,LC,12229,38,transboundary
185938,Apogon pillionatus,ANIMALIA,CHORDATA,LC,5004,33,transboundary
185939,Arcos nudus,ANIMALIA,CHORDATA,LC,2891,30,transboundary
185941,Barbulifer antennatus,ANIMALIA,CHORDATA,LC,2188,24,transboundary
185942,Barbulifer ceuthoecus,ANIMALIA,CHORDATA,LC,17094,38,transboundary
185943,Bathygobius curacao,ANIMALIA,CHORDATA,LC,8907,38,transboundary
185944,Bollmannia boqueronensis,ANIMALIA,CHORDATA,LC,14224,36,transboundary
185945,Bollmannia eigenmanni,ANIMALIA,CHORDATA,LC,3243,4,transboundary
185946,Bollmannia litura,ANIMALIA,CHORDATA,LC,2447,17,transboundary
185947,Bollmannia communis,ANIMALIA,CHORDATA,LC,5724,2,transboundary
185948,Chriolepis benthonis,ANIMALIA,CHORDATA,DD,164,1,singlecountry
185949,Varicus imswe,ANIMALIA,CHORDATA,DD,273,2,transboundary
185950,Chriolepis vespa,ANIMALIA,CHORDATA,LC,402,1,singlecountry
185951,Chriolepis fisheri,ANIMALIA,CHORDATA,LC,2431,26,transboundary
185952,Coryphopterus thrix,ANIMALIA,CHORDATA,VU,21886,37,transboundary
185953,Coryphopterus kuna,ANIMALIA,CHORDATA,DD,1855,16,transboundary
185954,Coryphopterus eidolon,ANIMALIA,CHORDATA,VU,24229,37,transboundary
185955,Coryphopterus tortugae,ANIMALIA,CHORDATA,VU,5510,36,transboundary
185956,Coryphopterus venezuelae,ANIMALIA,CHORDATA,VU,3267,28,transboundary
185957,Coryphopterus glaucofraenum,ANIMALIA,CHORDATA,LC,35092,42,transboundary
185958,Coryphopterus lipernes,ANIMALIA,CHORDATA,VU,21898,37,transboundary
185959,Coryphopterus punctipectophorus,ANIMALIA,CHORDATA,LC,6863,2,transboundary
185960,Coryphopterus personatus,ANIMALIA,CHORDATA,VU,24427,38,transboundary
185961,Coryphopterus alloides,ANIMALIA,CHORDATA,VU,11471,31,transboundary
185962,Coryphopterus dicrus,ANIMALIA,CHORDATA,LC,14596,42,transboundary
185963,Ctenogobius boleosoma,ANIMALIA,CHORDATA,LC,21198,42,transboundary
185964,Ctenogobius smaragdus,ANIMALIA,CHORDATA,LC,11031,17,transboundary
185965,Ctenogobius saepepallens,ANIMALIA,CHORDATA,LC,9359,37,transboundary
185966,Ctenogobius pseudofasciatus,ANIMALIA,CHORDATA,LC,2665,12,transboundary
185967,Ctenogobius stigmaturus,ANIMALIA,CHORDATA,LC,3848,13,transboundary
185968,Ctenogobius claytonii,ANIMALIA,CHORDATA,VU,671,2,transboundary
185969,Ctenogobius phenacus,ANIMALIA,CHORDATA,LC,2415,6,transboundary
185970,Ctenogobius fasciatus,ANIMALIA,CHORDATA,LC,3220,27,transboundary
185971,Diapterus auratus,ANIMALIA,CHORDATA,LC,16955,25,transboundary
185972,Dormitator maculatus,ANIMALIA,CHORDATA,LC,16437,39,transboundary
185973,Elacatinus lori,ANIMALIA,CHORDATA,LC,465,3,transboundary
185974,Elacatinus xanthiprora,ANIMALIA,CHORDATA,LC,4632,4,transboundary
185975,Elacatinus horsti,ANIMALIA,CHORDATA,LC,8388,20,transboundary
185976,Elacatinus chancei,ANIMALIA,CHORDATA,LC,7238,25,transboundary
185977,Elacatinus atronasus,ANIMALIA,CHORDATA,EN,178,1,singlecountry
185978,Elacatinus genie,ANIMALIA,CHORDATA,LC,5794,7,transboundary
185979,Elacatinus jarocho,ANIMALIA,CHORDATA,EN,361,1,singlecountry
185980,Elacatinus prochilos,ANIMALIA,CHORDATA,VU,7418,26,transboundary
185981,Tigrigobius multifasciatus,ANIMALIA,CHORDATA,LC,3364,28,transboundary
185982,Tigrigobius macrodon,ANIMALIA,CHORDATA,LC,4947,22,transboundary
185983,Tigrigobius saucrus,ANIMALIA,CHORDATA,LC,13814,35,transboundary
185984,Elacatinus illecebrosus,ANIMALIA,CHORDATA,LC,2460,7,transboundary
185985,Elacatinus louisae,ANIMALIA,CHORDATA,LC,6872,13,transboundary
185986,Elacatinus oceanops,ANIMALIA,CHORDATA,LC,5847,4,transboundary
185987,Elacatinus randalli,ANIMALIA,CHORDATA,LC,4431,16,transboundary
185988,Elacatinus evelynae,ANIMALIA,CHORDATA,LC,14542,34,transboundary
185989,Eleotris amblyopsis,ANIMALIA,CHORDATA,LC,15580,23,transboundary
185990,Eleotris perniger,ANIMALIA,CHORDATA,LC,14874,33,transboundary
185991,Eleotris pisonis,ANIMALIA,CHORDATA,LC,9354,6,transboundary
185992,Erotelis smaragdus,ANIMALIA,CHORDATA,LC,18334,41,transboundary
185993,Eucinostomus melanopterus,ANIMALIA,CHORDATA,LC,25612,63,transboundary
185994,Eucinostomus argenteus,ANIMALIA,CHORDATA,LC,20851,42,transboundary
185995,Eucinostomus gula,ANIMALIA,CHORDATA,LC,24438,44,transboundary
185996,Eucinostomus jonesii,ANIMALIA,CHORDATA,LC,18458,42,transboundary
185997,Eugerres plumieri,ANIMALIA,CHORDATA,LC,7798,15,transboundary
185998,Eugerres brasilianus,ANIMALIA,CHORDATA,LC,10690,14,transboundary
185999,Evorthodus lyricus,ANIMALIA,CHORDATA,LC,19650,39,transboundary
186000,Gobiesox lucayanus,ANIMALIA,CHORDATA,LC,1984,6,transboundary
186001,Gobiesox nigripinnis,ANIMALIA,CHORDATA,LC,1050,23,transboundary
186003,Gobiesox punctulatus,ANIMALIA,CHORDATA,LC,3170,33,transboundary
186004,Gobiesox barbatulus,ANIMALIA,CHORDATA,LC,6905,9,transboundary
186005,Gobiesox strumosus,ANIMALIA,CHORDATA,LC,7539,7,transboundary
186006,Gobioides grahamae,ANIMALIA,CHORDATA,DD,4811,4,transboundary
186007,Gobioides broussonnetii,ANIMALIA,CHORDATA,LC,16718,20,transboundary
186008,Gobiomorus dormitor,ANIMALIA,CHORDATA,LC,13941,35,transboundary
186010,Gobiosoma ginsburgi,ANIMALIA,CHORDATA,LC,2763,1,singlecountry
186011,Gobiosoma longipala,ANIMALIA,CHORDATA,LC,3365,1,singlecountry
186012,Gobiosoma bosc,ANIMALIA,CHORDATA,LC,5594,2,transboundary
186013,Gobiosoma grosvenori,ANIMALIA,CHORDATA,LC,6165,11,transboundary
186014,Gobiosoma hildebrandi,ANIMALIA,CHORDATA,VU,83,1,singlecountry
186015,Gobiosoma spes,ANIMALIA,CHORDATA,LC,748,6,transboundary
186016,Gobiosoma spilotum,ANIMALIA,CHORDATA,EN,4,1,singlecountry
186018,Gobulus myersi,ANIMALIA,CHORDATA,LC,11814,21,transboundary
186019,Guavina guavina,ANIMALIA,CHORDATA,LC,12138,22,transboundary
186020,Lipogramma rosea,ANIMALIA,CHORDATA,LC,1379,6,transboundary
186021,Lipogramma klayi,ANIMALIA,CHORDATA,LC,1083,7,transboundary
186022,Lipogramma regia,ANIMALIA,CHORDATA,LC,1214,6,transboundary
186023,Lipogramma flavescens,ANIMALIA,CHORDATA,DD,202,2,transboundary
186024,Lipogramma evides,ANIMALIA,CHORDATA,LC,6638,20,transboundary
186025,Lipogramma anabantoides,ANIMALIA,CHORDATA,LC,2439,12,transboundary
186026,Lipogramma trilineata,ANIMALIA,CHORDATA,LC,3278,16,transboundary
186027,Lythrypnus mowbrayi,ANIMALIA,CHORDATA,LC,701,4,transboundary
186028,Lythrypnus phorellus,ANIMALIA,CHORDATA,LC,1716,7,transboundary
186029,Lythrypnus heterochroma,ANIMALIA,CHORDATA,LC,6983,13,transboundary
186030,Lythrypnus spilus,ANIMALIA,CHORDATA,LC,4885,31,transboundary
186031,Lythrypnus okapia,ANIMALIA,CHORDATA,LC,3909,11,transboundary
186032,Lythrypnus minimus,ANIMALIA,CHORDATA,LC,4794,24,transboundary
186033,Lythrypnus nesiotes,ANIMALIA,CHORDATA,LC,11010,37,transboundary
186034,Lythrypnus elasson,ANIMALIA,CHORDATA,LC,15891,31,transboundary
186035,Microgobius carri,ANIMALIA,CHORDATA,LC,5911,23,transboundary
186036,Microgobius signatus,ANIMALIA,CHORDATA,LC,1368,12,transboundary
186037,Microgobius thalassinus,ANIMALIA,CHORDATA,LC,4877,1,singlecountry
186038,Microgobius microlepis,ANIMALIA,CHORDATA,LC,2160,5,transboundary
186039,Microgobius meeki,ANIMALIA,CHORDATA,LC,8367,11,transboundary
186040,Microgobius gulosus,ANIMALIA,CHORDATA,LC,5774,2,transboundary
186041,Oxyurichthys stigmalophius,ANIMALIA,CHORDATA,LC,7477,33,transboundary
186042,Palatogobius paradoxus,ANIMALIA,CHORDATA,LC,1132,7,transboundary
186043,Parrella macropteryx,ANIMALIA,CHORDATA,LC,1096,7,transboundary
186044,Priolepis dawsoni,ANIMALIA,CHORDATA,LC,3176,13,transboundary
186045,Priolepis hipoliti,ANIMALIA,CHORDATA,LC,29303,42,transboundary
186052,Ptereleotris calliura,ANIMALIA,CHORDATA,LC,6965,3,transboundary
186053,Ptereleotris helenae,ANIMALIA,CHORDATA,LC,6086,36,transboundary
186054,Pycnomma roosevelti,ANIMALIA,CHORDATA,LC,742,16,transboundary
186056,Sicydium punctatum,ANIMALIA,CHORDATA,LC,3459,28,transboundary
186057,Tomicodon leurodiscus,ANIMALIA,CHORDATA,LC,549,9,transboundary
186058,Tomicodon clarkei,ANIMALIA,CHORDATA,DD,7,1,singlecountry
186059,Tomicodon cryptus,ANIMALIA,CHORDATA,LC,703,12,transboundary
186060,Tomicodon lavettsmithi,ANIMALIA,CHORDATA,DD,38,1,singlecountry
186061,Tomicodon rupestris,ANIMALIA,CHORDATA,LC,1898,20,transboundary
186062,Tomicodon fasciatus,ANIMALIA,CHORDATA,LC,1382,15,transboundary
186069,Mauligobius nigri,ANIMALIA,CHORDATA,LC,421,5,transboundary
186078,Bathygobius casamancus,ANIMALIA,CHORDATA,LC,4416,20,transboundary
186087,Valamugil buchanani,ANIMALIA,CHORDATA,LC,66127,45,transboundary
186088,Oxyurichthys ophthalmonema,ANIMALIA,CHORDATA,LC,60125,39,transboundary
186089,Stenogobius gymnopomus,ANIMALIA,CHORDATA,DD,6395,13,transboundary
186090,Yongeichthys nebulosus,ANIMALIA,CHORDATA,LC,71705,49,transboundary
186106,Acantholabrus palloni,ANIMALIA,CHORDATA,LC,28945,49,transboundary
186512,Lycengraulis grossidens,ANIMALIA,CHORDATA,LC,11688,17,transboundary
186910,Platanichthys platana,ANIMALIA,CHORDATA,LC,3557,4,transboundary
187368,Bodianus dictynna,ANIMALIA,CHORDATA,LC,31254,29,transboundary
187369,Choerodon gomoni,ANIMALIA,CHORDATA,LC,502,2,transboundary
187370,Halichoeres pardaleocephalus,ANIMALIA,CHORDATA,LC,2621,5,transboundary
187371,Choerodon margaritiferus,ANIMALIA,CHORDATA,LC,2899,3,transboundary
187372,Coris nigrotaenia,ANIMALIA,CHORDATA,DD,479,1,singlecountry
187373,Hemigymnus fasciatus,ANIMALIA,CHORDATA,LC,54364,65,transboundary
187374,Bodianus tanyokidus,ANIMALIA,CHORDATA,DD,281,5,transboundary
187375,Leptojulis lambdastigma,ANIMALIA,CHORDATA,DD,1586,3,transboundary
187376,Xyrichtys rajagopalani,ANIMALIA,CHORDATA,DD,1004,1,singlecountry
187377,Thalassoma sanctaehelenae,ANIMALIA,CHORDATA,DD,5,1,singlecountry
187378,Bodianus opercularis,ANIMALIA,CHORDATA,LC,4231,16,transboundary
187379,Coris variegata,ANIMALIA,CHORDATA,LC,2320,8,transboundary
187380,Iniistius cyanifrons,ANIMALIA,CHORDATA,DD,1162,2,transboundary
187381,Thalassoma lunare,ANIMALIA,CHORDATA,LC,77563,75,transboundary
187382,Halichoeres marginatus,ANIMALIA,CHORDATA,LC,59601,67,transboundary
187383,Cheilio inermis,ANIMALIA,CHORDATA,LC,61024,70,transboundary
187384,Cheilinus chlorourus,ANIMALIA,CHORDATA,LC,49704,58,transboundary
187385,Pseudolabrus sieboldi,ANIMALIA,CHORDATA,LC,6283,5,transboundary
187386,Coris marquesensis,ANIMALIA,CHORDATA,LC,44,1,singlecountry
187387,Parajulis poecilepterus,ANIMALIA,CHORDATA,LC,10810,7,transboundary
187388,Macropharyngodon choati,ANIMALIA,CHORDATA,LC,3350,2,transboundary
187389,Cirrhilabrus tonozukai,ANIMALIA,CHORDATA,DD,1809,2,transboundary
187390,Suezichthys caudavittatus,ANIMALIA,CHORDATA,LC,6421,17,transboundary
187391,Bodianus thoracotaeniatus,ANIMALIA,CHORDATA,DD,557,2,transboundary
187392,Coris bulbifrons,ANIMALIA,CHORDATA,VU,353,2,transboundary
187393,Paracheilinus mccoskeri,ANIMALIA,CHORDATA,LC,2961,11,transboundary
187394,Coris pictoides,ANIMALIA,CHORDATA,LC,17067,9,transboundary
187395,Iniistius aneitensis,ANIMALIA,CHORDATA,LC,24947,33,transboundary
187396,Labroides dimidiatus,ANIMALIA,CHORDATA,LC,76343,75,transboundary
187397,Labrus mixtus,ANIMALIA,CHORDATA,LC,19708,35,transboundary
187398,Labrus bergylta,ANIMALIA,CHORDATA,LC,14552,24,transboundary
187399,Iniistius umbrilatus,ANIMALIA,CHORDATA,LC,244,1,singlecountry
187400,Choerodon vitta,ANIMALIA,CHORDATA,LC,17432,4,transboundary
187401,Halichoeres dimidiatus,ANIMALIA,CHORDATA,LC,5558,2,transboundary
187402,Iniistius evides,ANIMALIA,CHORDATA,LC,3402,7,transboundary
187403,Paracheilinus filamentosus,ANIMALIA,CHORDATA,LC,15610,7,transboundary
187404,Bodianus albotaeniatus,ANIMALIA,CHORDATA,LC,248,2,transboundary
187405,Halichoeres caudalis,ANIMALIA,CHORDATA,LC,11319,37,transboundary
187406,Hologymnosus longipes,ANIMALIA,CHORDATA,LC,1821,3,transboundary
187407,Wetmorella nigropinnata,ANIMALIA,CHORDATA,LC,27540,51,transboundary
187408,Xyrichtys woodi,ANIMALIA,CHORDATA,LC,149,1,singlecountry
187409,Ophthalmolepis lineolata,ANIMALIA,CHORDATA,LC,5351,1,singlecountry
187410,Cirrhilabrus marjorie,ANIMALIA,CHORDATA,LC,529,1,singlecountry
