iucn_sid,sciname,kingdom,phylum,category,tot_count_cells,cell_cutoff,num_countries,xbd
16759126,Hypoplectrus puella,ANIMALIA,CHORDATA,LC,10084,504.2,33,transboundary
16759139,Hypoplectrus randallorum,ANIMALIA,CHORDATA,LC,10093,504.65,23,transboundary
16759144,Hypoplectrus unicolor,ANIMALIA,CHORDATA,LC,8103,405.15,32,transboundary
16759167,Liopropoma carmabi,ANIMALIA,CHORDATA,LC,6838,341.9,30,transboundary
16759176,Liopropoma eukrines,ANIMALIA,CHORDATA,LC,5499,274.95,3,transboundary
16759184,Liopropoma mowbrayi,ANIMALIA,CHORDATA,LC,6447,322.35,19,transboundary
16759188,Liopropoma rubre,ANIMALIA,CHORDATA,LC,22054,1102.7,36,transboundary
16759221,Parasphyraenops atrimanus,ANIMALIA,CHORDATA,LC,584,29.2,2,transboundary
16759230,Parasphyraenops incisus,ANIMALIA,CHORDATA,LC,9603,480.15,17,transboundary
16759242,Pronotogrammus martinicensis,ANIMALIA,CHORDATA,LC,40600,2030,41,transboundary
16759321,Pseudogramma gregoryi,ANIMALIA,CHORDATA,LC,6431,321.55,33,transboundary
16759340,Rypticus bistrispinus,ANIMALIA,CHORDATA,LC,17314,865.7,30,transboundary
16759348,Rypticus bornoi,ANIMALIA,CHORDATA,LC,5011,250.55,10,transboundary
16759353,Rypticus maculatus,ANIMALIA,CHORDATA,LC,5810,290.5,2,transboundary
16759357,Rypticus randalli,ANIMALIA,CHORDATA,LC,11686,584.3,21,transboundary
16759367,Rypticus subbifrenatus,ANIMALIA,CHORDATA,LC,12918,645.9,51,transboundary
16759398,Schultzea beta,ANIMALIA,CHORDATA,LC,19751,987.55,33,transboundary
16759463,Serraniculus pumilio,ANIMALIA,CHORDATA,LC,9587,479.35,15,transboundary
16759509,Serranus annularis,ANIMALIA,CHORDATA,LC,7834,391.7,28,transboundary
16759518,Serranus chionaraia,ANIMALIA,CHORDATA,LC,9244,462.2,31,transboundary
16759535,Serranus flaviventris,ANIMALIA,CHORDATA,LC,14219,710.95,21,transboundary
16759549,Serranus luciopercanus,ANIMALIA,CHORDATA,LC,4514,225.7,27,transboundary
16759552,Serranus notospilus,ANIMALIA,CHORDATA,LC,17542,877.1,31,transboundary
16759556,Serranus phoebe,ANIMALIA,CHORDATA,LC,17698,884.9,29,transboundary
16759559,Serranus tabacarius,ANIMALIA,CHORDATA,LC,30985,1549.25,41,transboundary
16759567,Serranus tortugarum,ANIMALIA,CHORDATA,LC,8780,439,33,transboundary
16759571,Peprilus burti,ANIMALIA,CHORDATA,LC,4164,208.2,2,transboundary
16759591,Symphysanodon berryi,ANIMALIA,CHORDATA,LC,13765,688.25,33,transboundary
16778406,Polydactylus octonemus,ANIMALIA,CHORDATA,LC,4832,241.6,2,transboundary
16778475,Polydactylus oligodon,ANIMALIA,CHORDATA,LC,10828,541.4,25,transboundary
16781113,Fistularia petimba,ANIMALIA,CHORDATA,LC,109270,5463.5,110,transboundary
16781124,Fistularia tabacaria,ANIMALIA,CHORDATA,LC,30486,1524.3,59,transboundary
16811574,Rypticus carpenteri,ANIMALIA,CHORDATA,LC,2152,107.6,22,transboundary
18123632,Anotopterus pharao,ANIMALIA,CHORDATA,LC,1305611,65280.55,48,transboundary
18123647,Saurida undosquamis,ANIMALIA,CHORDATA,LC,8305,415.25,3,transboundary
18123960,Anoplogaster cornuta,ANIMALIA,CHORDATA,LC,2847658,142382.9,175,transboundary
18124015,Diretmus argenteus,ANIMALIA,CHORDATA,LC,1776896,88844.8,160,transboundary
18124163,Sargocentron praslin,ANIMALIA,CHORDATA,LC,118973,5948.65,43,transboundary
18124179,Sargocentron rubrum,ANIMALIA,CHORDATA,LC,60002,3000.1,32,transboundary
18124721,Dussumieria acuta,ANIMALIA,CHORDATA,LC,46449,2322.45,29,transboundary
18124738,Dussumieria elopsoides,ANIMALIA,CHORDATA,LC,67168,3358.4,34,transboundary
18124757,Herklotsichthys punctatus,ANIMALIA,CHORDATA,LC,2315,115.75,6,transboundary
18124888,Engraulis albidus,ANIMALIA,CHORDATA,DD,527,26.35,4,transboundary
18125103,Pollachius pollachius,ANIMALIA,CHORDATA,LC,15745,787.25,19,transboundary
18125145,Raniceps raninus,ANIMALIA,CHORDATA,LC,14380,719,17,transboundary
18125208,Trisopterus esmarkii,ANIMALIA,CHORDATA,LC,16590,829.5,14,transboundary
18125362,Ciliata mustela,ANIMALIA,CHORDATA,LC,7028,351.4,14,transboundary
18125379,Ciliata septentrionalis,ANIMALIA,CHORDATA,LC,6973,348.65,11,transboundary
18125776,Coryphaenoides armatus,ANIMALIA,CHORDATA,LC,148407,7420.35,51,transboundary
18125838,Coryphaenoides profundicolus,ANIMALIA,CHORDATA,LC,846,42.3,2,transboundary
18126034,Kumba dentoni,ANIMALIA,CHORDATA,DD,530,26.5,2,transboundary
18127741,Ceratias holboelli,ANIMALIA,CHORDATA,LC,2571711,128585.55,169,transboundary
18127783,Chaunax suttkusi,ANIMALIA,CHORDATA,LC,40187,2009.35,64,transboundary
18127809,Bufoceratias wedli,ANIMALIA,CHORDATA,LC,483384,24169.2,73,transboundary
18127828,Himantolophus compressus,ANIMALIA,CHORDATA,DD,593,29.65,2,transboundary
18127836,Himantolophus groenlandicus,ANIMALIA,CHORDATA,LC,716050,35802.5,100,transboundary
18127840,Melanocetus johnsonii,ANIMALIA,CHORDATA,LC,2622126,131106.3,173,transboundary
18128090,Oneirodes carlsbergi,ANIMALIA,CHORDATA,LC,93343,4667.15,31,transboundary
18128749,Oneirodes eschrichtii,ANIMALIA,CHORDATA,LC,1863896,93194.8,136,transboundary
18128938,Lampanyctus macdonaldi,ANIMALIA,CHORDATA,LC,732798,36639.9,32,transboundary
18138780,Barathronus parfaiti,ANIMALIA,CHORDATA,DD,520,26,3,transboundary
18138798,Sciadonus cryptophthalmus,ANIMALIA,CHORDATA,DD,266,13.3,1,singlecountry
18138812,Melodichthys hadrocephalus,ANIMALIA,CHORDATA,DD,36,1.8,1,singlecountry
18138825,Bassozetus taenia,ANIMALIA,CHORDATA,LC,82652,4132.6,30,transboundary
18138869,Monomitopus metriostoma,ANIMALIA,CHORDATA,LC,16108,805.4,28,transboundary
18139045,Spectrunculus grandis,ANIMALIA,CHORDATA,LC,347504,17375.2,118,transboundary
18139074,Alepocephalus productus,ANIMALIA,CHORDATA,LC,52856,2642.8,47,transboundary
18139615,Conocara murrayi,ANIMALIA,CHORDATA,LC,61037,3051.85,16,transboundary
18140291,Narcetes stomias,ANIMALIA,CHORDATA,LC,359728,17986.4,68,transboundary
18140358,Bathylagichthys greyae,ANIMALIA,CHORDATA,LC,228079,11403.95,30,transboundary
18140736,Dolicholagus longirostris,ANIMALIA,CHORDATA,LC,833886,41694.3,98,transboundary
18140829,Opisthoproctus grimaldii,ANIMALIA,CHORDATA,LC,873741,43687.05,97,transboundary
18155920,Opisthoproctus soleatus,ANIMALIA,CHORDATA,LC,773114,38655.7,116,transboundary
18155933,Barbantus curvifrons,ANIMALIA,CHORDATA,LC,170924,8546.2,53,transboundary
18155939,Holtbyrnia anomala,ANIMALIA,CHORDATA,LC,64780,3239,14,transboundary
18155943,Holtbyrnia macrops,ANIMALIA,CHORDATA,LC,36512,1825.6,37,transboundary
18155946,Maulisia mauli,ANIMALIA,CHORDATA,LC,153393,7669.65,39,transboundary
18155949,Normichthys operosus,ANIMALIA,CHORDATA,LC,195803,9790.15,40,transboundary
18155952,Sagamichthys schnakenbecki,ANIMALIA,CHORDATA,LC,149951,7497.55,35,transboundary
18155960,Ammodytes tobianus,ANIMALIA,CHORDATA,DD,17788,889.4,20,transboundary
18155963,Gymnammodytes semisquamatus,ANIMALIA,CHORDATA,LC,12573,628.65,14,transboundary
18155982,Hyperoplus lanceolatus,ANIMALIA,CHORDATA,LC,17218,860.9,21,transboundary
18158219,Alepes djedaba,ANIMALIA,CHORDATA,LC,31978,1598.9,40,transboundary
18158262,Selar boops,ANIMALIA,CHORDATA,LC,56521,2826.05,22,transboundary
18158331,Selene dorsalis,ANIMALIA,CHORDATA,LC,12467,623.35,23,transboundary
18158359,Seriola carpenteri,ANIMALIA,CHORDATA,LC,16433,821.65,30,transboundary
18158445,Platyberyx opalescens,ANIMALIA,CHORDATA,LC,101058,5052.9,22,transboundary
18158583,Nesiarchus nasutus,ANIMALIA,CHORDATA,LC,607505,30375.25,94,transboundary
18159126,Buenia jeffreysii,ANIMALIA,CHORDATA,LC,6069,303.45,8,transboundary
18159556,Gobius gasteveni,ANIMALIA,CHORDATA,LC,2024,101.2,9,transboundary
18159817,Gobiusculus flavescens,ANIMALIA,CHORDATA,LC,11302,565.1,19,transboundary
18159823,Lebetus scorpioides,ANIMALIA,CHORDATA,LC,5610,280.5,8,transboundary
18160428,Lesueurigobius sanzi,ANIMALIA,CHORDATA,LC,2279,113.95,8,transboundary
18160456,Ponticola cephalargoides,ANIMALIA,CHORDATA,LC,1160,58,4,transboundary
18160468,Ponticola platyrostris,ANIMALIA,CHORDATA,LC,235,11.75,4,transboundary
18160573,Pomatoschistus lozanoi,ANIMALIA,CHORDATA,LC,1605,80.25,8,transboundary
18161514,Vanneaugobius pruvoti,ANIMALIA,CHORDATA,LC,893,44.65,3,transboundary
18177478,Pseudupeneus prayensis,ANIMALIA,CHORDATA,VU,4257,212.85,22,transboundary
18177499,Upeneus moluccensis,ANIMALIA,CHORDATA,LC,71549,3577.45,33,transboundary
18180983,Pachycara bulbiceps,ANIMALIA,CHORDATA,LC,25905,1295.25,17,transboundary
18180998,Pachycara crassiceps,ANIMALIA,CHORDATA,LC,448,22.4,7,transboundary
18227109,Cyema atrum,ANIMALIA,CHORDATA,LC,909619,45480.95,72,transboundary
18227119,Eurypharynx pelecanoides,ANIMALIA,CHORDATA,LC,2606403,130320.15,165,transboundary
18252612,Cyclothone acclinidens,ANIMALIA,CHORDATA,LC,2349659,117482.95,166,transboundary
18252616,Cyclothone livida,ANIMALIA,CHORDATA,LC,110703,5535.15,35,transboundary
18252619,Cyclothone pallida,ANIMALIA,CHORDATA,LC,2535785,126789.25,170,transboundary
18252629,Cyclothone pseudopallida,ANIMALIA,CHORDATA,LC,3086005,154300.25,176,transboundary
18252702,Diplophos taenia,ANIMALIA,CHORDATA,LC,1725789,86289.45,149,transboundary
18253276,Argyropelecus aculeatus,ANIMALIA,CHORDATA,LC,1198968,59948.4,115,transboundary
18253282,Argyropelecus gigas,ANIMALIA,CHORDATA,LC,1472320,73616,135,transboundary
18256447,Astronesthes gemmifer,ANIMALIA,CHORDATA,DD,475397,23769.85,73,transboundary
18256458,Bathophilus digitatus,ANIMALIA,CHORDATA,LC,890037,44501.85,123,transboundary
18256490,Bathophilus vaillanti,ANIMALIA,CHORDATA,LC,126301,6315.05,24,transboundary
18256504,Borostomias abyssorum,ANIMALIA,CHORDATA,DD,534,26.7,2,transboundary
18256560,Echiostoma barbatum,ANIMALIA,CHORDATA,LC,1697289,84864.45,144,transboundary
18256726,Eustomias braueri,ANIMALIA,CHORDATA,DD,1312043,65602.15,114,transboundary
18256943,Eustomias obscurus,ANIMALIA,CHORDATA,LC,502274,25113.7,75,transboundary
18256992,Flagellostomias boureei,ANIMALIA,CHORDATA,LC,756063,37803.15,111,transboundary
18257762,Spinachia spinachia,ANIMALIA,CHORDATA,LC,13552,677.6,18,transboundary
18257780,Fistularia commersonii,ANIMALIA,CHORDATA,LC,65115,3255.75,71,transboundary
18258072,Entelurus aequoreus,ANIMALIA,CHORDATA,LC,10209,510.45,14,transboundary
18258153,Minyichthys sentus,ANIMALIA,CHORDATA,DD,1984,99.2,4,transboundary
18258202,Nerophis lumbriciformis,ANIMALIA,CHORDATA,LC,7330,366.5,13,transboundary
18258249,Syngnathus rostellatus,ANIMALIA,CHORDATA,LC,12123,606.15,18,transboundary
18258256,Syngnathus schmidti,ANIMALIA,CHORDATA,DD,1731,86.55,6,transboundary
18258266,Syngnathus variegatus,ANIMALIA,CHORDATA,DD,1634,81.7,6,transboundary
18258584,Apletodon bacescui,ANIMALIA,CHORDATA,LC,434,21.7,3,transboundary
18263684,Petroscirtes ancylodon,ANIMALIA,CHORDATA,LC,5813,290.65,14,transboundary
19708732,Actinopyga varians,ANIMALIA,ECHINODERMATA,DD,3846,192.3,2,transboundary
19708753,Argiodia maculata,ANIMALIA,ECHINODERMATA,DD,1405,70.25,1,singlecountry
19708759,Holothuria aemula,ANIMALIA,ECHINODERMATA,DD,1270,63.5,2,transboundary
19708766,Holothuria albifasciatus,ANIMALIA,ECHINODERMATA,DD,2329,116.45,1,singlecountry
19708770,Holothuria altaturricula,ANIMALIA,ECHINODERMATA,DD,390,19.5,1,singlecountry
19708780,Holothuria austrinabassa,ANIMALIA,ECHINODERMATA,LC,8128,406.4,1,singlecountry
19708816,Holothuria cadelli,ANIMALIA,ECHINODERMATA,DD,2775,138.75,3,transboundary
19708918,Holothuria casoae,ANIMALIA,ECHINODERMATA,DD,2395,119.75,5,transboundary
19708976,Holothuria duoturriforma,ANIMALIA,ECHINODERMATA,DD,375,18.75,1,singlecountry
19709023,Holothuria enalia,ANIMALIA,ECHINODERMATA,DD,750,37.5,1,singlecountry
19709100,Holothuria huberti,ANIMALIA,ECHINODERMATA,DD,26,1.3,1,singlecountry
19709103,Holothuria immobilis,ANIMALIA,ECHINODERMATA,LC,4655,232.75,10,transboundary
19710303,Holothuria insignis,ANIMALIA,ECHINODERMATA,LC,918,45.9,3,transboundary
19710863,Holothuria isuga,ANIMALIA,ECHINODERMATA,LC,698,34.9,4,transboundary
19710927,Holothuria longicosta,ANIMALIA,ECHINODERMATA,DD,2450,122.5,1,singlecountry
19710984,Holothuria manningi,ANIMALIA,ECHINODERMATA,LC,4,0.2,1,singlecountry
19711070,Holothuria nigralutea,ANIMALIA,ECHINODERMATA,DD,338,16.9,2,transboundary
19711082,Holothuria papillata,ANIMALIA,ECHINODERMATA,DD,2773,138.65,3,transboundary
19711112,Holothuria pluricuriosa,ANIMALIA,ECHINODERMATA,LC,389,19.45,3,transboundary
19711179,Holothuria pseudonotabilis,ANIMALIA,ECHINODERMATA,DD,107,5.35,1,singlecountry
19711252,Holothuria pyxoides,ANIMALIA,ECHINODERMATA,DD,442,22.1,1,singlecountry
19711306,Holothuria rathbunii,ANIMALIA,ECHINODERMATA,LC,488,24.4,3,transboundary
19711325,Holothuria squamifera,ANIMALIA,ECHINODERMATA,DD,1771,88.55,3,transboundary
19711394,Holothuria truncata,ANIMALIA,ECHINODERMATA,DD,1767,88.35,2,transboundary
19711507,Holothuria tuberculata,ANIMALIA,ECHINODERMATA,DD,53,2.65,1,singlecountry
19711761,Apostichopus johnsoni,ANIMALIA,ECHINODERMATA,DD,1469,73.45,2,transboundary
19711843,Apostichopus leukothele,ANIMALIA,ECHINODERMATA,LC,4046,202.3,3,transboundary
19711938,Apostichopus multidentis,ANIMALIA,ECHINODERMATA,DD,43,2.15,1,singlecountry
19712189,Apostichopus nigripunctatus,ANIMALIA,ECHINODERMATA,DD,9342,467.1,4,transboundary
19712304,Apostichopus nipponensis,ANIMALIA,ECHINODERMATA,DD,139,6.95,1,singlecountry
19712515,Allopatides corrugatus,ANIMALIA,ECHINODERMATA,DD,15544,777.2,1,singlecountry
19712597,Allopatides dendroeides,ANIMALIA,ECHINODERMATA,DD,3300,165,4,transboundary
19712646,Amphigymnas bahamensis,ANIMALIA,ECHINODERMATA,LC,17822,891.1,10,transboundary
19712826,Amphigymnas multipes,ANIMALIA,ECHINODERMATA,DD,7,0.35,1,singlecountry
19715239,Bathyplotes baculosus,ANIMALIA,ECHINODERMATA,DD,567,28.35,1,singlecountry
19715267,Bathyplotes bigelowi,ANIMALIA,ECHINODERMATA,DD,2334,116.7,5,transboundary
19715433,Bathyplotes cinctus,ANIMALIA,ECHINODERMATA,DD,2122,106.1,2,transboundary
19715512,Bathyplotes crenulata,ANIMALIA,ECHINODERMATA,DD,1064,53.2,2,transboundary
19715612,Bathyplotes golden-hindi,ANIMALIA,ECHINODERMATA,LC,7187,359.35,3,transboundary
19715689,Bathyplotes phlegmaticus,ANIMALIA,ECHINODERMATA,DD,45754,2287.7,9,transboundary
19715765,Bathyplotes roseus,ANIMALIA,ECHINODERMATA,DD,510,25.5,2,transboundary
19716054,Bathyplotes rubicundus,ANIMALIA,ECHINODERMATA,DD,3201,160.05,1,singlecountry
19716454,Synallactes triplax,ANIMALIA,ECHINODERMATA,DD,1786,89.3,1,singlecountry
19716630,Synallactes pellucidus,ANIMALIA,ECHINODERMATA,DD,733,36.65,1,singlecountry
19717202,Benthothuria cristata,ANIMALIA,ECHINODERMATA,LC,24672,1233.6,9,transboundary
19717334,Benthothuria distorta,ANIMALIA,ECHINODERMATA,DD,6589,329.45,3,transboundary
19717382,Benthothuria fusiformis,ANIMALIA,ECHINODERMATA,DD,613,30.65,2,transboundary
19717509,Capheira sulcata,ANIMALIA,ECHINODERMATA,LC,23037,1151.85,7,transboundary
19718050,Capheira mollis,ANIMALIA,ECHINODERMATA,LC,11354,567.7,3,transboundary
19718342,Hansenothuria benti,ANIMALIA,ECHINODERMATA,LC,5240,262,13,transboundary
19718565,Mesothuria edwardensis,ANIMALIA,ECHINODERMATA,DD,9181,459.05,5,transboundary
19718927,Mesothuria gargantua,ANIMALIA,ECHINODERMATA,LC,4582,229.1,14,transboundary
19719775,Mesothuria holothurioides,ANIMALIA,ECHINODERMATA,DD,1617,80.85,1,singlecountry
19719847,Mesothuria incerta,ANIMALIA,ECHINODERMATA,DD,2521,126.05,3,transboundary
19719913,Mesothuria magellani,ANIMALIA,ECHINODERMATA,LC,958,47.9,3,transboundary
19720016,Mesothuria megapoda,ANIMALIA,ECHINODERMATA,LC,29350,1467.5,4,transboundary
19720058,Mesothuria multipora,ANIMALIA,ECHINODERMATA,DD,660,33,1,singlecountry
19720743,Mesothuria oktaknemoides,ANIMALIA,ECHINODERMATA,DD,5795,289.75,2,transboundary
19720826,Mesothuria oktaknemus,ANIMALIA,ECHINODERMATA,DD,318,15.9,1,singlecountry
19720909,Mesothuria squamosa,ANIMALIA,ECHINODERMATA,DD,899,44.95,2,transboundary
19720962,Molpadiodemas violaceus,ANIMALIA,ECHINODERMATA,LC,409061,20453.05,13,transboundary
19723127,Paroriza grevei,ANIMALIA,ECHINODERMATA,LC,177,8.85,1,singlecountry
19725134,Paroriza verrucosa,ANIMALIA,ECHINODERMATA,DD,230,11.5,1,singlecountry
19742996,Paelopatides dissidens,ANIMALIA,ECHINODERMATA,DD,3123,156.15,3,transboundary
19743004,Paelopatides gelatinosa,ANIMALIA,ECHINODERMATA,DD,315,15.75,1,singlecountry
19743016,Paelopatides illicitus,ANIMALIA,ECHINODERMATA,DD,377,18.85,1,singlecountry
19743022,Paelopatides insignis,ANIMALIA,ECHINODERMATA,DD,1293,64.65,1,singlecountry
19743027,Paelopatides mammillatus,ANIMALIA,ECHINODERMATA,LC,1038,51.9,3,transboundary
19743032,Paelopatides modestus,ANIMALIA,ECHINODERMATA,DD,866,43.3,3,transboundary
19743037,Paelopatides mollis,ANIMALIA,ECHINODERMATA,DD,507,25.35,1,singlecountry
19743044,Paelopatides ovalis,ANIMALIA,ECHINODERMATA,DD,501,25.05,2,transboundary
19743050,Paelopatides retifer,ANIMALIA,ECHINODERMATA,LC,2858,142.9,1,singlecountry
19743056,Paelopatides suspecta,ANIMALIA,ECHINODERMATA,DD,497,24.85,1,singlecountry
19743065,Paelopatides verrucosus,ANIMALIA,ECHINODERMATA,DD,1570,78.5,4,transboundary
19743072,Perizona magna,ANIMALIA,ECHINODERMATA,DD,1414,70.7,1,singlecountry
19743079,Pseudostichopus elegans,ANIMALIA,ECHINODERMATA,LC,3466,173.3,4,transboundary
19743094,Pseudostichopus hyalegerus,ANIMALIA,ECHINODERMATA,LC,10080,504,5,transboundary
19743108,Pseudostichopus langeae,ANIMALIA,ECHINODERMATA,DD,3458,172.9,2,transboundary
19743115,Synallactes aenigma,ANIMALIA,ECHINODERMATA,LC,5760,288,6,transboundary
19743123,Synallactes alexandri,ANIMALIA,ECHINODERMATA,LC,3673,183.65,6,transboundary
19743170,Synallactes challengeri,ANIMALIA,ECHINODERMATA,LC,8555,427.75,5,transboundary
19743205,Synallactes chuni,ANIMALIA,ECHINODERMATA,DD,9023,451.15,2,transboundary
19743226,Synallactes discoidalis,ANIMALIA,ECHINODERMATA,DD,112,5.6,1,singlecountry
19743237,Synallactes elongata,ANIMALIA,ECHINODERMATA,DD,3821,191.05,1,singlecountry
19743257,Synallactes gilberti,ANIMALIA,ECHINODERMATA,LC,12394,619.7,5,transboundary
19743295,Synallactes horridus,ANIMALIA,ECHINODERMATA,LC,18145,907.25,11,transboundary
19743327,Synallactes longipapillata,ANIMALIA,ECHINODERMATA,DD,449,22.45,2,transboundary
19743348,Synallactes multivesiculatus,ANIMALIA,ECHINODERMATA,DD,194,9.7,1,singlecountry
19743419,Synallactes nozawai,ANIMALIA,ECHINODERMATA,LC,32295,1614.75,7,transboundary
19743545,Synallactes rigidus,ANIMALIA,ECHINODERMATA,DD,1273,63.65,2,transboundary
19743604,Synallactes sagamiensis,ANIMALIA,ECHINODERMATA,LC,413,20.65,2,transboundary
19743628,Synallactes samyni,ANIMALIA,ECHINODERMATA,DD,995,49.75,1,singlecountry
19743631,Synallactes triradiata,ANIMALIA,ECHINODERMATA,LC,6848,342.4,5,transboundary
19743693,Mesothuria marginata,ANIMALIA,ECHINODERMATA,DD,6042,302.1,5,transboundary
19743767,Mesothuria thomsoni,ANIMALIA,ECHINODERMATA,DD,66154,3307.7,3,transboundary
19922589,Pungitius tymensis,ANIMALIA,CHORDATA,DD,4043,202.15,3,transboundary
19922686,Gasterosteus wheatlandi,ANIMALIA,CHORDATA,LC,7710,385.5,3,transboundary
20249232,Caesio cuning,ANIMALIA,CHORDATA,LC,60333,3016.65,22,transboundary
20249446,Caesio lunaris,ANIMALIA,CHORDATA,LC,42029,2101.45,50,transboundary
20250059,Caesio teres,ANIMALIA,CHORDATA,LC,32064,1603.2,50,transboundary
20251047,Dipterygonotus balteatus,ANIMALIA,CHORDATA,LC,58761,2938.05,29,transboundary
20251174,Gymnocaesio gymnoptera,ANIMALIA,CHORDATA,LC,86747,4337.35,33,transboundary
20251507,Pterocaesio chrysozona,ANIMALIA,CHORDATA,LC,64222,3211.1,39,transboundary
20252379,Pterocaesio digramma,ANIMALIA,CHORDATA,LC,114473,5723.65,20,transboundary
20252707,Pterocaesio lativittata,ANIMALIA,CHORDATA,LC,33640,1682,14,transboundary
20252738,Pterocaesio marri,ANIMALIA,CHORDATA,LC,121670,6083.5,47,transboundary
20252870,Pterocaesio pisang,ANIMALIA,CHORDATA,LC,119358,5967.9,41,transboundary
20253006,Pterocaesio tessellata,ANIMALIA,CHORDATA,LC,18257,912.85,18,transboundary
20253212,Pterocaesio trilineata,ANIMALIA,CHORDATA,LC,85236,4261.8,29,transboundary
20253300,Alectis indica,ANIMALIA,CHORDATA,LC,134919,6745.95,47,transboundary
20255775,Alepes apercna,ANIMALIA,CHORDATA,LC,15638,781.9,5,transboundary
20256067,Alepes kleinii,ANIMALIA,CHORDATA,LC,37809,1890.45,20,transboundary
20256729,Atule mate,ANIMALIA,CHORDATA,LC,147689,7384.45,56,transboundary
20257324,Carangoides chrysophrys,ANIMALIA,CHORDATA,LC,75959,3797.95,46,transboundary
20429419,Carangoides coeruleopinnatus,ANIMALIA,CHORDATA,LC,84769,4238.45,53,transboundary
20429438,Carangoides dinema,ANIMALIA,CHORDATA,LC,96877,4843.85,30,transboundary
20429448,Carangoides equula,ANIMALIA,CHORDATA,LC,5725,286.25,14,transboundary
20429455,Carangoides ferdau,ANIMALIA,CHORDATA,LC,80199,4009.95,66,transboundary
20429462,Carangoides fulvoguttatus,ANIMALIA,CHORDATA,LC,78613,3930.65,53,transboundary
20429774,Carangoides gymnostethus,ANIMALIA,CHORDATA,LC,154724,7736.2,48,transboundary
20429787,Carangoides hedlandensis,ANIMALIA,CHORDATA,LC,118189,5909.45,34,transboundary
20429793,Carangoides humerosus,ANIMALIA,CHORDATA,LC,15027,751.35,4,transboundary
20429800,Carangoides malabaricus,ANIMALIA,CHORDATA,LC,69214,3460.7,34,transboundary
20429854,Carangoides oblongus,ANIMALIA,CHORDATA,LC,46260,2313,35,transboundary
20429869,Carangoides orthogrammus,ANIMALIA,CHORDATA,LC,193201,9660.05,63,transboundary
20429950,Carangoides plagiotaenia,ANIMALIA,CHORDATA,LC,39886,1994.3,44,transboundary
20430011,Carangoides talamparoides,ANIMALIA,CHORDATA,LC,32157,1607.85,19,transboundary
20430563,Caranx heberi,ANIMALIA,CHORDATA,LC,46482,2324.1,33,transboundary
20430651,Caranx ignobilis,ANIMALIA,CHORDATA,LC,80985,4049.25,68,transboundary
20430679,Caranx melampygus,ANIMALIA,CHORDATA,LC,225052,11252.6,82,transboundary
20430774,Caranx papuensis,ANIMALIA,CHORDATA,LC,52076,2603.8,35,transboundary
20430800,Caranx tille,ANIMALIA,CHORDATA,LC,43427,2171.35,24,transboundary
20431518,Decapterus macrosoma,ANIMALIA,CHORDATA,LC,164269,8213.45,71,transboundary
20431538,Decapterus muroadsi,ANIMALIA,CHORDATA,LC,29521,1476.05,16,transboundary
20432145,Gnathanodon speciosus,ANIMALIA,CHORDATA,LC,83311,4165.55,75,transboundary
20432158,Megalaspis cordyla,ANIMALIA,CHORDATA,LC,142047,7102.35,54,transboundary
20432226,Pantolabus radiatus,ANIMALIA,CHORDATA,LC,12529,626.45,4,transboundary
20434679,Scomberoides commersonnianus,ANIMALIA,CHORDATA,LC,73115,3655.75,46,transboundary
20434766,Scomberoides lysan,ANIMALIA,CHORDATA,LC,79474,3973.7,66,transboundary
20435070,Scomberoides tala,ANIMALIA,CHORDATA,LC,58706,2935.3,18,transboundary
20435185,Scomberoides tol,ANIMALIA,CHORDATA,LC,78030,3901.5,46,transboundary
20435470,Selaroides leptolepis,ANIMALIA,CHORDATA,LC,65531,3276.55,26,transboundary
20435675,Seriola hippos,ANIMALIA,CHORDATA,LC,9067,453.35,3,transboundary
20435860,Seriola quinqueradiata,ANIMALIA,CHORDATA,LC,11075,553.75,4,transboundary
20435980,Seriolina nigrofasciata,ANIMALIA,CHORDATA,LC,136724,6836.2,48,transboundary
20436452,Trachinotus anak,ANIMALIA,CHORDATA,DD,9660,483,5,transboundary
20436473,Trachinotus baillonii,ANIMALIA,CHORDATA,LC,80867,4043.35,65,transboundary
20436497,Trachinotus blochii,ANIMALIA,CHORDATA,LC,78975,3948.75,61,transboundary
20437309,Trachinotus coppingeri,ANIMALIA,CHORDATA,LC,2163,108.15,1,singlecountry
20661580,Parasudis truculenta,ANIMALIA,CHORDATA,LC,34517,1725.85,39,transboundary
20662018,Rosenblattichthys hubbsi,ANIMALIA,CHORDATA,LC,237517,11875.85,53,transboundary
20662028,Scopelarchoides danae,ANIMALIA,CHORDATA,LC,1218315,60915.75,136,transboundary
20662040,Kryptophanaron alfredi,ANIMALIA,CHORDATA,LC,474,23.7,6,transboundary
20662092,Anchoviella lepidentostole,ANIMALIA,CHORDATA,LC,8733,436.65,7,transboundary
20662212,Anchoviella cayennensis,ANIMALIA,CHORDATA,LC,4991,249.55,3,transboundary
20662958,Fundulus majalis,ANIMALIA,CHORDATA,LC,3356,167.8,2,transboundary
20663855,Dibranchus atlanticus,ANIMALIA,CHORDATA,LC,50488,2524.4,44,transboundary
20663917,Dibranchus tremendus,ANIMALIA,CHORDATA,LC,3487,174.35,41,transboundary
20664078,Halieutichthys aculeatus,ANIMALIA,CHORDATA,LC,4329,216.45,3,transboundary
20664248,Ogcocephalus cubifrons,ANIMALIA,CHORDATA,LC,5533,276.65,4,transboundary
