iucn_sid,sciname,category,kingdom,phylum,class
180446,Holothuria stocki,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180447,Holothuria macroperona,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180448,Holothuria parva,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180450,Labidodemas quadripartitum,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180451,Holothuria hawaiiensis,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180452,Bathyplotes natans,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180453,Holothuria cumulus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180454,Pseudostichopus profundi,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180455,Holothuria tubulosa,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180456,Molpadiodemas pustulosus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180458,Holothuria sulcata,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180459,Pseudostichopus peripatus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180460,Pseudostichopus tuberosus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180462,Mesothuria candelabra,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180464,Bathyplotes spuma,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180465,Synallactes crucifera,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180466,Holothuria turrisimperfecta,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180467,Molpadiodemas constrictus,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180468,Mesothuria lactea,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180469,Holothuria parvula,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180470,Holothuria sinica,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180471,Holothuria kubaryi,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180473,Synallactes laguardai,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180474,Actinopyga capillata,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180475,Paelopatides appendiculata,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180476,Stichopus naso,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180477,Stichopus chloronotus,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180478,Actinopyga flammea,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180479,Labidodemas semperianum,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180480,Synallactes angustus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180481,Thelenota ananas,EN,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180482,Molpadiodemas morbillus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180483,Holothuria flavomaculata,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180484,Labidodemas pseudosemperianum,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180487,Holothuria moebii,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180488,Stichopus horrens,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180490,Holothuria riojai,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180491,Holothuria mactanensis,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180492,Holothuria mexicana,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180493,Astichopus multifidus,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180494,Holothuria fuscocinerea,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180495,Actinopyga spinea,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180496,Mesothuria roulei,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180497,Holothuria thomasi,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180498,Holothuria languens,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180499,Holothuria turriscelsa,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180500,Holothuria discrepans,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180504,Holothuria cinerascens,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180505,Mesothuria crebrapedes,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180506,Pseudostichopus occulatatus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180508,Holothuria helleri,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180509,Holothuria cubana,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180510,Actinopyga bannwarthi,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180511,Bohadschia subrubra,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180512,Holothuria impatiens,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180513,Stichopus anapinusus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180514,Holothuria mammata,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180515,Bathyplotes moseleyi,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180516,Labidodemas maccullochi,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180517,Mesothuria maroccana,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180518,Actinopyga echinites,VU,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180519,Isostichopus badionotus,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180521,Neostichopus grammatus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180522,Synallactes crebrapapilla,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180523,Bohadschia cousteaui,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180524,Stichopus quadrifasciatus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180525,Holothuria pervicax,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180526,Benthothuria funebris,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180527,Molpadiodemas crinitus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180530,Actinopyga caerulea,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180531,Holothuria dakarensis,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180532,Holothuria sucosa,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180534,Holothuria inhabilis,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180535,Stichopus ocellatus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180536,Molpadiodemas pediculus,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180537,Holothuria mammosa,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180539,Holothuria lineata,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180540,Mesothuria intestinalis,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180541,Bohadschia argus,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180542,Holothuria maculosa,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180544,Stichopus noctivagus,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180545,Stichopus vastus,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180546,Mesothuria milleri,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180547,Holothuria aculeata,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180549,Holothuria princeps,LC,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
180706,Mugilogobius chulae,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
180926,Ambassis miops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
180980,Coilia lindmani,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
180982,Phenablennius heyligeri,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
181000,Mugilogobius mertoni,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
181023,Eugnathogobius kabilia,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
181029,Eugnathogobius mindora,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
181116,Neopomacentrus taeniurus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
181215,Gonialosa modesta,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
181239,Gonialosa whiteheadi,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
181269,Mugilogobius abei,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
181359,Sotalia guianensis,NT,ANIMALIA,CHORDATA,MAMMALIA
181361,Cephaloscyllium signourum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
181547,Microphis brachyurus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
181797,Dormitator lebretonis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
181933,Yongeichthys thomasi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
181984,Gobionellus oceanicus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
182363,Bostrychus africanus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
182549,Elops lacerta,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
182611,Ethmalosa fimbriata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
182933,Gobioides sagitta,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183158,Kuhlia rupestris,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183160,Awaous aeneofuscus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183167,Hippichthys cyanospilos,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183169,Eleotris vittata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183171,Chelon dumerili,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183177,Bathygobius soporator,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183206,Diplectrum pacificum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183207,Hypsoblennius paytensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183209,Cheilopogon papilio,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183211,Eucinostomus dowii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183212,Malacoctenus gigas,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183213,Selene peruviana,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183214,Doryrhamphus excisus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183216,Atherinella panamensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183217,Neoopisthopterus tropicus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183219,Acanthemblemaria macrospilus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183220,Synodus lucioceps,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183221,Myxodagnus sagitta,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183223,Gobionellus liolepis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183225,Kyphosus analogus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183226,Opistognathus punctatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183228,Stathmonotus culebrai,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183229,Synchiropus atrilabiatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183230,Diplectrum labarum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183231,Eugerres lineatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183233,Tomicodon zebra,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183235,Opisthonema medirastre,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183236,Tanyemblemaria alleni,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183238,Guentheridia formosa,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183239,Diplectrum maximum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183240,Chromis crusma,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183241,Starksia grammilaga,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183242,Ilypnus luculentus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183243,Lythrypnus cobalus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183244,Anchoa panamensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183245,Anchoa ischana,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183247,Poeciliopsis fasciata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183248,Cynoscion nannus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183250,Gobiesox adustus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183251,Ogilbia ventralis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183252,Nebris occidentalis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183253,Axoclinus storeyae,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183254,Schedophilus haedrichi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183255,Gobiosoma nudum,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183256,Anisotremus scapularis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183257,Dormitator latifrons,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183258,Cottoclinus canops,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183259,Apogon atradorsatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183260,Scartichthys viridis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183261,Hemanthias signifer,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183262,Paralabrax callaensis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183263,Synodus lacertinus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183265,Tomicodon vermiculatus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183266,Atherinella nocturna,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183267,Leuresthes sardina,NT,ANIMALIA,CHORDATA,ACTINOPTERYGII
183269,Ogilbia robertsoni,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183270,Ogilbia nudiceps,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183271,Stellifer minor,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183273,Axoclinus nigricaudus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183274,Tylosurus crocodilus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183275,Scartichthys gigas,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183276,Sphoeroides lobatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183277,Lile gracilis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183278,Cynoscion stolzmanni,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183279,Tomicodon humeralis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183280,Lepidonectes clarkhubbsi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183282,Lutjanus inermis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183283,Pronotogrammus multifasciatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183284,Daector schmitti,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183285,Microgobius emblematicus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183286,Atherinella pachylepis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183287,Hirundichthys marginatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183289,Conodon macrops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183290,Paraclinus beebei,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183291,Ogilbia sedorae,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183293,Caranx vinctus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183294,Strongylura exilis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183295,Hoplopagrus guentherii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183296,Seriolella violacea,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183299,Gobiesox crassicorpus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183301,Porichthys myriaster,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183302,Umbrina imberbis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183303,Coralliozetus angelicus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183304,Diplectrum euryplectrum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183305,Xyrichtys victori,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183307,Elacatinus nesiotes,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183308,Ophioblennius steindachneri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183309,Anchoa argentivittata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183310,Prionurus laticlavius,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183311,Lutjanus novemfasciatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183313,Pomadasys macracanthus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183314,Poeciliopsis latidens,NT,ANIMALIA,CHORDATA,ACTINOPTERYGII
183315,Ogcocephalus porrectus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183317,Haemulon steindachneri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183318,Labrisomus wigginsi,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183319,Coralliozetus springeri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183320,Paraclinus altivelis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183323,Gobulus crescentalis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183324,Caranx caninus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183325,Chriolepis lepidota,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183326,Pseudogramma axelrodi,NT,ANIMALIA,CHORDATA,ACTINOPTERYGII
183327,Semicossyphus darwini,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183328,Microlepidotus brevipinnis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183329,Apogon atricaudus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183330,Xenistius californiensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183332,Paralonchurus rathbuni,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183334,Lutjanus peru,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183335,Lythrypnus pulchellus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183336,Lile stolifera,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183337,Peprilus simillimus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183338,Gobiesox marijeanae,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183339,Peprilus medius,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183340,Eleotris picta,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183341,Canthigaster punctatissima,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183342,Isopisthus remifer,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183343,Paralabrax loro,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183344,Stellifer walkeri,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183345,Aruma histrio,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183347,Sardinops sagax,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183348,Xenichthys rupestris,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183349,Selene orstedii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183350,Ophioscion simulus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183351,Batrachoides waltersi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183354,Umbrina wintersteeni,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183355,Ophidion scrippsae,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183356,Paranebris bauchotae,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183357,Colpichthys regis,NT,ANIMALIA,CHORDATA,ACTINOPTERYGII
183358,Cynoscion reticulatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183360,Labrisomus jenkinsi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183361,Diplectrum sciurus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183363,Lythrypnus dalli,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183364,Oligoplites saurus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183366,Malacoctenus zonifer,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183367,Hypsypops rubicundus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183368,Bollmannia pawneea,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183369,Chriolepis minutillus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183370,Astroscopus zephyreus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183371,Starksia posthon,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183373,Hypsoblennius proteus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183377,Lepophidium negropinna,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183378,Halichoeres chierchiae,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183379,Lycengraulis poeyi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183380,Larimus pacificus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183381,Opistognathus rhomaleus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183382,Anchoa helleri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183383,Micropogonias fasciatus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183386,Larimus effulgens,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183387,Odontognathus panamensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183388,Umbrina dorsalis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183390,Ophioscion scierus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183393,Gillellus chathamensis,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183395,Xenocys jessiae,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183396,Heteristius cinctus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183397,Abudefduf troschelii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183398,Diplectrum eumelum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183399,Dactyloscopus metoecus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183400,Acanthemblemaria balanorum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183401,Gobiesox milleri,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183402,Ophidion imitator,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183403,Apogon pacificus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183405,Opistognathus walkeri,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183406,Batrachoides walkeri,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183407,Eleotrica cableae,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183408,Enneanectes reticulatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183409,Cheilotrema saturnum,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183411,Merluccius productus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183412,Haemulon maculicauda,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183413,Evorthodus minutus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183414,Opisthopterus macrops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183415,Enypnias aceras,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183416,Pliosteostoma lutipinnis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183417,Lythrypnus rhizophora,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183418,Arcos rhodospilus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183419,Apogon retrosella,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183420,Malacoctenus ebisui,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183421,Coryphopterus urospilus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183423,Serranus psittacinus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183425,Hypsoblennius brevipinnis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183426,Zalieutes elater,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183427,Lepidonectes bimaculatus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183429,Oligoplites refulgens,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183430,Neobythites stelliferoides,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183431,Stegastes acapulcoensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183433,Halichoeres salmofasciatus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183434,Anisotremus caesius,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183435,Aboma etheostoma,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183437,Lile nigrofasciata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183438,Mugil setosus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183439,Cynoscion parvipinnis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183440,Eugerres brevimanus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183441,Chriolepis tagus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183442,Opistognathus brochus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183444,Pareques viola,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183445,Odontoscion eurymesops,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
183446,Tomicodon boehlkei,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183448,Gobiesox daedaleus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183451,Bollmannia marginalis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183452,Chromis limbaughi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183453,Poeciliopsis turrubarensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183454,Gobiosoma chiquita,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183455,Atherinella nesiotes,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
183456,Opistognathus galapagensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
183457,Colpichthys hubbsi,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII
183458,Elacatinus digueti,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
