iucn_spp_group,iucn_sid,class,iucn_sciname,am_sid,am_sciname,am_reviewed,am_sid_old,kingdom,redlist_category,iucn_sid_other
NA,NA,Anthozoa,NA,URM-Cn-5081,Caryophyllia smithii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5082,Caryophyllia solida,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5092,Catalaphyllia jardinei,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5097,Cladocora debilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5099,Coenocyathus anthophyllites,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5100,Coenocyathus bowersi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5101,Coenocyathus brooki,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5109,Colangia immersa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5114,Concentrotheca vaughani,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5122,Crispatotrochus galapagensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5127,Crispatotrochus rubescens,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5128,Crispatotrochus rugosus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5131,Dactylotrochus cervicornis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5144,Deltocyathus italicus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5146,Deltocyathus moseleyi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5149,Deltocyathus ornatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5160,Desmophyllum dianthus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5164,Heterocyathus aequicostatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5169,Hoplangia durotrix,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5177,Lophelia pertusa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5193,Paracyathus fulvus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5200,Paracyathus parvulus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5204,Paracyathus pulchellus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5206,Paracyathus stearnsii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5239,Premocyathus cornuformis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5243,Rhizosmilia maculata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5247,Solenosmilia variabilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5255,Stephanocyathus moseleyanus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5256,Stephanocyathus nobilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5264,Tethocyathus endesa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5305,Vaughanella concinna,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5309,Astroides calycularis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5333,Balanophyllia elegans,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5336,Balanophyllia europaea,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5359,Balanophyllia regia,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5392,Dendrophyllia cornigera,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5400,Dendrophyllia johnsoni,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5412,Duncanopsammia axifuga,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5418,Eguchipsammia strigosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5422,Enallopsammia rostrata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5436,Leptopsammia pruvoti,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5452,Rhizopsammia verrilli,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5459,Tubastraea coccinea,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5466,Turbinaria conspicua,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5468,Turbinaria frondens,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5469,Turbinaria heronensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5474,Turbinaria radicalis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5477,Euphyllia ancora,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5478,Euphyllia cristata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5479,Euphyllia divisa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5488,Physogyra lichtensteini,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5494,Plerogyra simplex,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5498,Australogyra zelli,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5505,Caulastrea curvata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5516,Cyphastrea serailia,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5519,Diploria labyrinthiformis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5520,Diploria strigosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5525,Echinopora hirsutissima,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5527,Echinopora irregularis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5530,Echinopora pacificus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5535,Favia albidus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5537,Favia danae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5539,Favia fragum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5541,Favia helianthoides,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5545,Favia lizardensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5547,Favia marshae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5548,Favia matthaii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5550,Dipsastraea pallida,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5551,Favia rosaria,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5555,Favia stelligera,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5558,Favia vietnamensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5562,Favites complanata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5566,Favites paraflexuosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5568,Favites peresi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5571,Goniastrea aspera,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5573,Goniastrea deformis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5575,Goniastrea favulus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5576,Goniastrea minuta,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5579,Goniastrea ramosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5585,Leptastrea inaequalis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5586,Leptastrea pruinosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5588,Leptastrea transversa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5589,Leptoria irregularis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5597,Montastraea franksi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5598,Favites magnistellata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5600,Montastraea valenciennesi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5602,Montastrea serageldini,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5611,Platygyra crosslandi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5616,Platygyra sinensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5618,Platygyra yaeyamaensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5621,Solenastrea bournoni,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5625,Flabellum alabastrum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5626,Flabellum angulare,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5671,Javania cailleti,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5729,Fungiacyathus fragilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5732,Fungiacyathus marenzelleri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5747,Cantharellus jebbi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5748,Cantharellus noumeae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5749,Ctenactis albitentaculata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5753,Lithophyllon concinna,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5758,Cycloseris fragilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5760,Fungia fungites,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5763,Cycloseris hexagonalis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5768,Lithophyllon repanda,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5769,Lithophyllon scabra,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5770,Danafungia scruposa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5771,Lobactis scutaria,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5781,Halomitra pileus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5784,Cycloseris mokai,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5792,Polyphyllia talpina,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5793,Sandalolitha africana,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5796,Zoopilus echinatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5803,Guynia annulata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5807,Stenocyathus vermiformis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5813,Dichocoenia stellaris,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5817,Meandrina meandrites,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5822,Hydnophora grandis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5824,Hydnophora pilosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5825,Hydnophora rigida,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5828,Merulina scheeri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5830,Scapophyllia cylindrica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5845,Acanthastrea bowerbanki,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5847,Acanthastrea faviaformis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5852,Acanthastrea maxima,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5854,Acanthastrea regularis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5858,Australomussa rowleyensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5861,Cynarina lacrymalis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5866,Lobophyllia costata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5867,Lobophyllia dentatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5874,Lobophyllia serratus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5881,Mycetophyllia aliciae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5883,Mycetophyllia ferox,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5884,Mycetophyllia lamarckiana,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5893,Symphyllia hassi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5903,Galaxea astreata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5904,Galaxea cryptoramosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5906,Galaxea longisepta,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5912,Madrepora oculata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5918,Oculina robusta,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5924,Schizoculina fissipara,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5931,Echinophyllia echinoporoides,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5933,Echinomorpha nishihirai,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5934,Echinophyllia orpheensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5939,Mycedium elephantotus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5940,Mycedium robokaki,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5950,Pectinia alcicornis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5962,Madracis decactis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5967,Madracis kirbyi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5968,Madracis mirabilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5970,Madracis pharensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5974,Pocillopora capitata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5978,Pocillopora grandis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5983,Pocillopora meandrina,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5987,Seriatopora caliendrum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5990,Seriatopora hystrix,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5997,Alveopora allingi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-5998,Alveopora catalai,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6000,Alveopora fenestrata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6006,Alveopora spongiosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6007,Alveopora tizardi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6008,Alveopora verrilliana,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6015,Goniopora columna,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6016,Goniopora djiboutiensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6017,Goniopora eclipsensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6018,Goniopora fruticosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6019,Goniopora lobata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6023,Goniopora pandoraensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6026,Goniopora planulata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6029,Goniopora somaliensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6033,Goniopora tenella,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6034,Goniopora tenuidens,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6035,Porites annae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6046,Porites cylindrica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6059,Porites horizontalata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6070,Porites nodifera,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6083,Porites vaughani,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6085,Stylaraea punctata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6097,Astrangia poculata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6099,Astrangia solitaria,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6109,Culicia rubeola,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6127,Coscinaraea marshae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6128,Coscinaraea mcneilli,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6129,Coscinaraea monile,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6131,Horastrea indica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6132,Psammocora albopicta,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6134,Psammocora contigua,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6139,Psammocora obtusangula,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6144,Pseudosiderastrea tayamai,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6146,Siderastrea radians,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6148,Siderastrea siderea,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6154,Conocyathus zelandiae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6211,Epizoanthus arenaceus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6225,Epizoanthus incrustatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6244,Epizoanthus scotinus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6264,Parazoanthus axinellae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6268,Parazoanthus lucificum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Bivalvia,NA,URM-Cn-6272,Sphenopus marsupialis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6278,Isaurus tuberculatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,URM-Cn-6299,Palythoa mutuki,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Cubozoa,NA,URM-Cn-6347,Chironex fleckeri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Not assigned,NA,URM-M-1275,Rugiloricus carolinensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Not assigned,NA,URM-M-1276,Rugiloricus cauliculus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Polychaeta,NA,URM-M-1439,Escarpia spicata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Polychaeta,NA,URM-M-1442,Lamellibrachia barhami,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Tentaculata,NA,URM-M-171,Pleurobrachia pileus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Tentaculata,NA,URM-M-196,Mnemiopsis leidyi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123673,Brisinga endecacnemos,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123776,Asterias rubens,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123795,Coscinasterias tenuispina,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123803,Marthasterias glacialis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123808,Stephanasterias albula,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123817,Coronaster volsellatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123856,Astropecten aranciacus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123859,Astropecten bispinosus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123867,Astropecten irregularis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123868,Astropecten jonstoni,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123878,Astropecten spinulosus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123896,Leptychaster arcticus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123904,Plutonaster bifrons,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123915,Ctenodiscus crispatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123920,Luidia ciliaris,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123935,Porcellanaster ceruleus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123947,Thoracaster cylindratus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123974,Henricia sanguinolenta,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Asteroidea,NA,W-Ase-123985,Anseropoda placenta,NA,NA,ANIMALIA,aquamaps_only,NA
