kingdom,phylum,class_iucn,iucn_sid,iucn_sciname,iucn_sid_other,redlist_category,am_sid,am_sciname,class_am,am_sid_old
ANIMALIA,Chordata,Actinopterygii,183930,Grammonus diagrammus,NA,LC,Fis-116143,Grammonus diagrammus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190387,Neobythites gilli,NA,LC,Fis-116262,Neobythites gilli,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190173,Hypoplectrus aberrans,NA,LC,Fis-116271,Hypoplectrus aberrans,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,184039,Carapus dubius,NA,DD,Fis-116314,Carapus dubius,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,47144698,Starksia culebrae,NA,LC,Fis-117035,Starksia culebrae,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,47144999,Starksia variabilis,NA,DD,Fis-117037,Starksia variabilis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21132724,Pachycara crossacanthum,NA,LC,Fis-117109,Pachycara crossacanthum,Actinopterygii,NA
ANIMALIA,Chordata,Myxini,196018,Eptatretus carlhubbsi,NA,LC,Fis-118267,Eptatretus carlhubbsi,Myxini,NA
ANIMALIA,Chordata,Actinopterygii,16411567,Atherinella brasiliensis,NA,LC,Fis-118376,Atherinella brasiliensis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193093,Bryaninops yongei,NA,LC,Fis-119716,Bryaninops yongei,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,41845,Parmaturus macmillani,NA,DD,Fis-120127,Parmaturus macmillani,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161724,Cephaloscyllium umbratile,NA,DD,Fis-120202,Cephaloscyllium umbratile,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,20665159,Snyderidia canina,NA,LC,Fis-120918,Snyderidia canina,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183970,Brotula clarkae,NA,DD,Fis-121542,Brotula clarkae,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69592012,Pseudogramma pectoralis,NA,LC,Fis-121644,Pseudogramma pectoralis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69592082,Suttonia lineata,NA,LC,Fis-121645,Suttonia lineata,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15601940,Nansenia tenera,NA,LC,Fis-121668,Nansenia tenera,Actinopterygii,NA
ANIMALIA,Chordata,Myxini,196065,Myxine mcmillanae,NA,LC,Fis-121765,Myxine mcmillanae,Myxini,NA
ANIMALIA,Chordata,Actinopterygii,178894,Enneapterygius flavoccipitis,NA,LC,Fis-121781,Enneapterygius flavoccipitis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179085,Enneapterygius philippinus,NA,LC,Fis-121783,Enneapterygius philippinus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183734,Aphos porosus,NA,LC,Fis-122901,Aphos porosus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178951,Springerichthys kulbickii,NA,LC,Fis-122963,Springerichthys kulbickii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67902046,Sargocentron ensifer,NA,LC,Fis-123102,Sargocentron ensifer,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,16441799,Porichthys pauciradiatus,NA,LC,Fis-123132,Porichthys pauciradiatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183978,Serranus aequidens,NA,LC,Fis-123138,Serranus aequidens,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183616,Serranus huascarii,NA,LC,Fis-123139,Serranus huascarii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183229,Synchiropus atrilabiatus,NA,LC,Fis-123142,Synchiropus atrilabiatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67902071,Sargocentron hormion,NA,LC,Fis-123176,Sargocentron hormion,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67902088,Sargocentron iota,NA,LC,Fis-123179,Sargocentron iota,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,60240,Etmopterus perryi,NA,DD,Fis-123376,Etmopterus perryi,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161722,Bathyraja bergi,NA,LC,Fis-123550,Bathyraja bergi,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,183402,Ophidion imitator,NA,LC,Fis-123600,Ophidion imitator,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,185928,Apogon robbyi,NA,LC,Fis-123655,Apogon robbyi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,155218,Lipogramma robinsi,NA,DD,Fis-123727,Lipogramma robinsi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,47143381,Dactyloscopus boehlkei,NA,LC,Fis-123765,Dactyloscopus boehlkei,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,47143398,Dactyloscopus foraminosus,NA,LC,Fis-123810,Dactyloscopus foraminosus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,47143391,Dactyloscopus comptus,NA,LC,Fis-123816,Dactyloscopus comptus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,47143432,Gillellus jacksoni,NA,LC,Fis-123828,Gillellus jacksoni,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,185135,Storrsia olsoni,NA,LC,Fis-123846,Storrsia olsoni,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183651,Haemulon flaviguttatum,NA,LC,Fis-124203,Haemulon flaviguttatum,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,60205,Mustelus minicanis,NA,DD,Fis-124366,Mustelus minicanis,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,60206,Mustelus sinusmexicanus,NA,DD,Fis-124368,Mustelus sinusmexicanus,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,60471925,Lasiognathus saccostoma,NA,LC,Fis-124379,Lasiognathus saccostoma,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,187572,Achoerodus viridis,NA,NT,Fis-124446,Achoerodus viridis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,194960,Gouania willdenowi,NA,LC,Fis-124599,Gouania willdenowi,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,41793,Chimaera panthera,NA,DD,Fis-124683,Chimaera panthera,Holocephali,NA
ANIMALIA,Chordata,Actinopterygii,21103888,Holtbyrnia cyanocephala,NA,LC,Fis-124812,Holtbyrnia cyanocephala,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,182933,Gobioides sagitta,NA,LC,Fis-125127,Gobioides sagitta,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,63102,Bathyraja albomaculata,NA,VU,Fis-125142,Bathyraja albomaculata,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63111,Bathyraja brachyurops,NA,LC,Fis-125150,Bathyraja brachyurops,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63143,Bathyraja magellanica,NA,DD,Fis-125159,Bathyraja magellanica,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,190373,Astronesthes atlanticus,NA,LC,Fis-125182,Astronesthes atlanticus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183638,Dactylagnus mundus,NA,LC,Fis-125627,Dactylagnus mundus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183794,Platygillellus rubellulus,NA,VU,Fis-125633,Platygillellus rubellulus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179042,Cristiceps australis,NA,LC,Fis-125713,Cristiceps australis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179061,Cristiceps argyropleura,NA,LC,Fis-125714,Cristiceps argyropleura,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178897,Heteroclinus heptaeolus,NA,LC,Fis-125715,Heteroclinus heptaeolus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179007,Heteroclinus nasutus,NA,LC,Fis-125717,Heteroclinus nasutus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179108,Heteroclinus perspicillatus,NA,LC,Fis-125722,Heteroclinus perspicillatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178920,Enneapterygius atriceps,NA,LC,Fis-125742,Enneapterygius atriceps,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178950,Enneapterygius bahasa,NA,LC,Fis-125744,Enneapterygius bahasa,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179002,Enneapterygius fasciatus,NA,LC,Fis-125745,Enneapterygius fasciatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178891,Enneapterygius clea,NA,LC,Fis-125747,Enneapterygius clea,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178913,Enneapterygius fuscoventer,NA,LC,Fis-125753,Enneapterygius fuscoventer,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179107,Enneapterygius howensis,NA,LC,Fis-125760,Enneapterygius howensis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179062,Enneapterygius nigricauda,NA,LC,Fis-125765,Enneapterygius nigricauda,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178985,Enneapterygius pallidoserialis,NA,LC,Fis-125769,Enneapterygius pallidoserialis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178911,Enneapterygius randalli,NA,LC,Fis-125770,Enneapterygius randalli,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179017,Enneapterygius rhothion,NA,LC,Fis-125773,Enneapterygius rhothion,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178895,Enneapterygius rubicauda,NA,LC,Fis-125775,Enneapterygius rubicauda,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178928,Enneapterygius signicauda,NA,LC,Fis-125780,Enneapterygius signicauda,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178915,Enneapterygius similis,NA,LC,Fis-125781,Enneapterygius similis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179093,Enneapterygius unimaculatus,NA,LC,Fis-125782,Enneapterygius unimaculatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179068,Enneapterygius vexillarius,NA,LC,Fis-125783,Enneapterygius vexillarius,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,189747,Enneapterygius leucopunctatus,NA,NT,Fis-125786,Enneapterygius leucopunctatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178991,Enneapterygius williamsi,NA,LC,Fis-125787,Enneapterygius williamsi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178949,Helcogramma fuscipectoris,NA,LC,Fis-125788,Helcogramma fuscipectoris,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,68324528,Gerres erythrourus,NA,LC,Fis-125894,Gerres erythrourus,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,161498,Galeus springeri,NA,DD,Fis-125905,Galeus springeri,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,41812,Galeus gracilis,NA,DD,Fis-125906,Galeus gracilis,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44654,Gurgesiella furvescens,NA,LC,Fis-125920,Gurgesiella furvescens,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44643,Sympterygia lima,NA,DD,Fis-125968,Sympterygia lima,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,15148522,Conocara macropterum,NA,LC,Fis-126092,Conocara macropterum,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15148566,Conocara salmoneum,NA,LC,Fis-126093,Conocara salmoneum,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193143,Oxyurichthys lonchotus,NA,LC,Fis-126115,Oxyurichthys lonchotus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,186041,Oxyurichthys stigmalophius,NA,LC,Fis-126117,Oxyurichthys stigmalophius,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,60483177,Rhynchactis macrothrix,NA,DD,Fis-126118,Rhynchactis macrothrix,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,198605,Apletodon incognitus,NA,LC,Fis-126148,Apletodon incognitus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183752,Fodiator rostratus,NA,LC,Fis-126237,Fodiator rostratus,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,161682,Cruriraja rugosa,NA,DD,Fis-126306,Cruriraja rugosa,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,15522146,Coryphaenoides paramarshalli,NA,LC,Fis-126909,Coryphaenoides paramarshalli,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154917,Favonigobius exquisitus,NA,LC,Fis-127128,Favonigobius exquisitus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183707,Echiodon exsilium,NA,LC,Fis-127137,Echiodon exsilium,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190469,Echiodon dawsoni,NA,LC,Fis-127140,Echiodon dawsoni,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,155272,Nesogobius hinsbyi,NA,LC,Fis-127143,Nesogobius hinsbyi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,192996,Bryaninops loki,NA,LC,Fis-127150,Bryaninops loki,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154744,Kestratherina brevirostris,NA,LC,Fis-127187,Kestratherina brevirostris,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178903,Heteroclinus adelaidae,NA,LC,Fis-127211,Heteroclinus adelaidae,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178930,Heteroclinus macrophthalmus,NA,LC,Fis-127212,Heteroclinus macrophthalmus,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,44576,Bathyraja longicauda,NA,DD,Fis-127216,Bathyraja longicauda,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44655,Rajella nigerrima,NA,LC,Fis-127218,Rajella nigerrima,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,178945,Heteroclinus johnstoni,NA,LC,Fis-127219,Heteroclinus johnstoni,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178929,Ophiclinus ningulus,NA,LC,Fis-127221,Ophiclinus ningulus,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,63145,Bathyraja scaphiops,NA,NT,Fis-127222,Bathyraja scaphiops,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63117,Bathyraja macloviana,NA,NT,Fis-127225,Bathyraja macloviana,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,179036,Ophiclinus gracilis,NA,LC,Fis-127227,Ophiclinus gracilis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178942,Sticharium dorsale,NA,LC,Fis-127232,Sticharium dorsale,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179032,Sticharium clarkae,NA,LC,Fis-127233,Sticharium clarkae,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,63156,Urotrygon venezuelae,NA,NT,Fis-127563,Urotrygon venezuelae,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,16749725,Pempheris schomburgkii,NA,LC,Fis-127564,Pempheris schomburgkii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190489,Polyacanthonotus merretti,NA,LC,Fis-127579,Polyacanthonotus merretti,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,60483092,Pseudoscopelus scutatus,NA,LC,Fis-127603,Pseudoscopelus scutatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183637,Tylosurus pacificus,NA,LC,Fis-127725,Tylosurus pacificus,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,60141,Neoharriotta carri,NA,DD,Fis-127931,Neoharriotta carri,Holocephali,NA
ANIMALIA,Chordata,Chondrichthyes,60143,Neoharriotta pumila,NA,LC,Fis-127935,Neoharriotta pumila,Holocephali,NA
ANIMALIA,Chordata,Chondrichthyes,60144,Rhinochimaera africana,NA,DD,Fis-127944,Rhinochimaera africana,Holocephali,NA
ANIMALIA,Chordata,Actinopterygii,60470674,Gigantactis herwigi,NA,LC,Fis-128096,Gigantactis herwigi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183478,Cilus gilberti,NA,DD,Fis-128156,Cilus gilberti,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,47149895,Symphysanodon octoactinus,NA,LC,Fis-128167,Symphysanodon octoactinus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69182673,Parupeneus jansenii,NA,LC,Fis-128361,Parupeneus jansenii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193223,Feia nympha,NA,LC,Fis-128368,Feia nympha,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,48342253,Antennablennius velifer,NA,DD,Fis-128494,Antennablennius velifer,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,191193,Batrachoides gilberti,NA,LC,Fis-128806,Batrachoides gilberti,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,161320,Rhinobatos albomaculatus,NA,VU,Fis-12913,Rhinobatos albomaculatus,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,191197,Hyporhamphus meeki,NA,LC,Fis-129877,Hyporhamphus meeki,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,16442013,Thalassophryne megalops,NA,LC,Fis-129939,Thalassophryne megalops,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154840,Bollmannia stigmatura,NA,DD,Fis-130298,Bollmannia stigmatura,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183451,Bollmannia marginalis,NA,DD,Fis-130311,Bollmannia marginalis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183672,Bollmannia ocellata,NA,DD,Fis-130313,Bollmannia ocellata,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183816,Bollmannia umbrosa,NA,DD,Fis-130321,Bollmannia umbrosa,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,16506839,Selene brownii,NA,LC,Fis-130870,Selene brownii,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,161384,Centrophorus atromarginatus,NA,DD,Fis-131127,Centrophorus atromarginatus,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63160,Etmopterus pycnolepis,NA,DD,Fis-131160,Etmopterus pycnolepis,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63159,Etmopterus litvinovi,NA,DD,Fis-131161,Etmopterus litvinovi,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,60243,Etmopterus robinsi,NA,LC,Fis-131162,Etmopterus robinsi,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161349,Benthobatis moresbyi,NA,LC,Fis-131185,Benthobatis moresbyi,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161560,Narcine maculata,NA,DD,Fis-131196,Narcine maculata,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,20885891,Parexocoetus hillianus,NA,LC,Fis-131280,Parexocoetus hillianus,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,44570,Scymnodalatias oligodon,NA,DD,Fis-131358,Scymnodalatias oligodon,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,41728,Atelomycterus fasciatus,NA,LC,Fis-131407,Atelomycterus fasciatus,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161732,Galeus antillensis,NA,DD,Fis-131432,Galeus antillensis,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44206,Oxynotus japonicus,NA,DD,Fis-131441,Oxynotus japonicus,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44205,Trigonognathus kabeyai,NA,DD,Fis-131445,Trigonognathus kabeyai,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161350,Bathyraja maculata,NA,LC,Fis-131458,Bathyraja maculata,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63137,Bathyraja schroederi,NA,DD,Fis-131459,Bathyraja schroederi,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63144,Bathyraja multispinis,NA,NT,Fis-131461,Bathyraja multispinis,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161710,Cruriraja andamanica,NA,DD,Fis-131465,Cruriraja andamanica,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44597,Sympterygia bonapartii,NA,DD,Fis-131498,Sympterygia bonapartii,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44642,Sympterygia acuta,NA,VU,Fis-131502,Sympterygia acuta,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44596,Sympterygia brevicaudata,NA,DD,Fis-131511,Sympterygia brevicaudata,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,13462250,Guentherus altivela,NA,LC,Fis-13152,Guentherus altivela,Actinopterygii,NA
ANIMALIA,Chordata,Myxini,196072,Nemamyxine kreffti,NA,NT,Fis-131556,Nemamyxine kreffti,Myxini,NA
ANIMALIA,Chordata,Myxini,196076,Notomyxine tridentiger,NA,DD,Fis-131560,Notomyxine tridentiger,Myxini,NA
ANIMALIA,Chordata,Myxini,196054,Myxine fernholmi,NA,LC,Fis-131571,Myxine fernholmi,Myxini,NA
ANIMALIA,Chordata,Myxini,196058,Myxine hubbsi,NA,LC,Fis-131582,Myxine hubbsi,Myxini,NA
ANIMALIA,Chordata,Myxini,196064,Myxine mccoskeri,NA,LC,Fis-131591,Myxine mccoskeri,Myxini,NA
ANIMALIA,Chordata,Myxini,196067,Myxine pequenoi,NA,DD,Fis-131597,Myxine pequenoi,Myxini,NA
ANIMALIA,Chordata,Myxini,196017,Eptatretus caribbeaus,NA,LC,Fis-131607,Eptatretus caribbeaus,Myxini,NA
ANIMALIA,Chordata,Myxini,196022,Eptatretus fritzi,NA,LC,Fis-131621,Eptatretus fritzi,Myxini,NA
ANIMALIA,Chordata,Myxini,196032,Eptatretus mcconnaugheyi,NA,DD,Fis-131623,Eptatretus mcconnaugheyi,Myxini,NA
ANIMALIA,Chordata,Myxini,154797,Eptatretus mendozai,NA,LC,Fis-131624,Eptatretus mendozai,Myxini,NA
ANIMALIA,Chordata,Myxini,196035,Eptatretus minor,NA,DD,Fis-131625,Eptatretus minor,Myxini,NA
ANIMALIA,Chordata,Myxini,196036,Eptatretus multidens,NA,LC,Fis-131626,Eptatretus multidens,Myxini,NA
ANIMALIA,Chordata,Myxini,196037,Eptatretus nanii,NA,DD,Fis-131668,Eptatretus nanii,Myxini,NA
ANIMALIA,Chordata,Myxini,196043,Eptatretus sinus,NA,LC,Fis-131708,Eptatretus sinus,Myxini,NA
ANIMALIA,Chordata,Chondrichthyes,161666,Neoraja caerulea,NA,LC,Fis-131718,Neoraja caerulea,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63140,Psammobatis scobina,NA,DD,Fis-131759,Psammobatis scobina,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161422,Breviraja nigriventralis,NA,DD,Fis-131766,Breviraja nigriventralis,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161416,Breviraja claramaculata,NA,DD,Fis-131767,Breviraja claramaculata,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161584,Fenestraja atripinna,NA,DD,Fis-131786,Fenestraja atripinna,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161642,Fenestraja plutonia,NA,DD,Fis-131788,Fenestraja plutonia,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161693,Fenestraja cubensis,NA,DD,Fis-131789,Fenestraja cubensis,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161359,Fenestraja ishiyamai,NA,DD,Fis-131791,Fenestraja ishiyamai,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161587,Rajella fyllae,NA,LC,Fis-131802,Rajella fyllae,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161345,Rajella bathyphila,NA,LC,Fis-131803,Rajella bathyphila,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44618,Rajella caudaspinosa,NA,NT,Fis-131805,Rajella caudaspinosa,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161512,Rajella fuliginea,NA,LC,Fis-131810,Rajella fuliginea,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161487,Okamejei meerdervoortii,NA,DD,Fis-131817,Okamejei meerdervoortii,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161645,Okamejei kenojei,NA,DD,Fis-131819,Okamejei kenojei,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161532,Okamejei hollandi,NA,DD,Fis-131820,Okamejei hollandi,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,61408,Rostroraja alba,NA,EN,Fis-131821,Rostroraja alba,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,39397,Dipturus batis,NA,CR,Fis-131824,Dipturus batis,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161427,Dipturus bullisi,NA,DD,Fis-131825,Dipturus bullisi,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44609,Dipturus pullopunctatus,NA,LC,Fis-131829,Dipturus pullopunctatus,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161601,Dipturus doutrei,NA,DD,Fis-131831,Dipturus doutrei,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161565,Dipturus garricki,NA,DD,Fis-131832,Dipturus garricki,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,39771,Dipturus laevis,NA,EN,Fis-131835,Dipturus laevis,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161738,Dipturus macrocauda,NA,DD,Fis-131838,Dipturus macrocauda,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161718,Dipturus olseni,NA,DD,Fis-131839,Dipturus olseni,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161514,Dipturus oregoni,NA,DD,Fis-131840,Dipturus oregoni,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63100,Dipturus oxyrinchus,NA,NT,Fis-131842,Dipturus oxyrinchus,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161653,Dipturus springeri,NA,DD,Fis-131843,Dipturus springeri,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,44610,Dipturus stenorhynchus,NA,DD,Fis-131844,Dipturus stenorhynchus,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161610,Dipturus teevani,NA,DD,Fis-131846,Dipturus teevani,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63116,Dipturus trachyderma,NA,VU,Fis-131848,Dipturus trachyderma,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,41799,Dipturus innominatus,NA,LC,Fis-131849,Dipturus innominatus,Elasmobranchii,NA
