kingdom,phylum,class_iucn,iucn_sid,iucn_sciname,iucn_sid_other,redlist_category,am_sid,am_sciname,class_am,am_sid_old
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-553020,Scyllarus batei,Malacostraca,ITS-553020
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-553070,Upogebia wuhsienweni,Malacostraca,ITS-553070
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,ITS-556336,Alluroteuthis antarcticus,Cephalopoda,ITS-556336
ANIMALIA,Cycliophora,NA,NA,NA,NA,aquamaps_only,ITS-563986,Symbion pandora,Eucycliophora,ITS-563986
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-564706,Axiopsis consobrina,Malacostraca,ITS-564706
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-564709,Axiopsis serratifrons,Malacostraca,ITS-564709
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-564718,Bouvieraxius rudis,Malacostraca,ITS-564718
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-564719,Bouvieraxius springeri,Malacostraca,ITS-564719
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-564720,Calaxius acutirostris,Malacostraca,ITS-564720
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-564771,Neaxius acanthus,Malacostraca,ITS-564771
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-564778,Parascytoleptus tridens,Malacostraca,ITS-564778
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-564810,Ambiaxius alcocki,Malacostraca,ITS-564810
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,ITS-567355,Chicoreus pomum,Gastropoda,ITS-567355
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-591714,Halocypris inflata,Ostracoda,ITS-591714
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612224,Anchistus custoides,Malacostraca,ITS-612224
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612225,Anchistus custos,Malacostraca,ITS-612225
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612226,Anchistus demani,Malacostraca,ITS-612226
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612227,Anchistus gravieri,Malacostraca,ITS-612227
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612228,Anchistus miersi,Malacostraca,ITS-612228
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612230,Anchistus pectinis,Malacostraca,ITS-612230
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612240,Conchodytes meleagrinae,Malacostraca,ITS-612240
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612243,Conchodytes tridacnae,Malacostraca,ITS-612243
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612245,Coralliocaris graminea,Malacostraca,ITS-612245
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612247,Coralliocaris nudirostris,Malacostraca,ITS-612247
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612249,Coralliocaris superba,Malacostraca,ITS-612249
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612251,Coralliocaris viridis,Malacostraca,ITS-612251
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612259,Dasycaris symbiotes,Malacostraca,ITS-612259
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612260,Dasycaris zanzibarica,Malacostraca,ITS-612260
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612266,Fennera chacei,Malacostraca,ITS-612266
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612271,Hamodactylus noumeae,Malacostraca,ITS-612271
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612274,Harpiliopsis beaupresii,Malacostraca,ITS-612274
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612275,Harpiliopsis depressa,Malacostraca,ITS-612275
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612276,Harpiliopsis spinigera,Malacostraca,ITS-612276
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612277,Ischnopontonia lophos,Malacostraca,ITS-612277
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612278,Isopontonia platycheles,Malacostraca,ITS-612278
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612309,Palaemonella crosnieri,Malacostraca,ITS-612309
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612312,Palaemonella lata,Malacostraca,ITS-612312
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612313,Palaemonella pottsi,Malacostraca,ITS-612313
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612315,Palaemonella rotumana,Malacostraca,ITS-612315
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612316,Palaemonella spinulata,Malacostraca,ITS-612316
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612317,Palaemonella tenuipes,Malacostraca,ITS-612317
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612322,Paranchistus pycnodontae,Malacostraca,ITS-612322
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612327,Periclimenaeus arabicus,Malacostraca,ITS-612327
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612330,Periclimenaeus bidentatus,Malacostraca,ITS-612330
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612339,Periclimenaeus hecate,Malacostraca,ITS-612339
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612346,Periclimenaeus nobilii,Malacostraca,ITS-612346
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612353,Periclimenaeus rastrifer,Malacostraca,ITS-612353
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612367,Periclimenaeus tuamotae,Malacostraca,ITS-612367
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612373,Periclimenes affinis,Malacostraca,ITS-612373
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612377,Periclimenes alcocki,Malacostraca,ITS-612377
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612378,Periclimenes aleator,Malacostraca,ITS-612378
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612380,Laomenes amboinensis,Malacostraca,ITS-612380
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612382,Cuapetes amymone,Malacostraca,ITS-612382
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612387,Periclimenes attenuatus,Malacostraca,ITS-612387
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612391,Periclimenes brevicarpalis,Malacostraca,ITS-612391
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612402,Periclimenes commensalis,Malacostraca,ITS-612402
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612418,Cuapetes elegans,Malacostraca,ITS-612418
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612424,Periclimenes foveolatus,Malacostraca,ITS-612424
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612428,Periclimenes gonioporae,Malacostraca,ITS-612428
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612435,Periclimenes hertwigi,Malacostraca,ITS-612435
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612436,Sandimenes hirsutus,Malacostraca,ITS-612436
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612437,Ancylomenes holthuisi,Malacostraca,ITS-612437
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612439,Periclimenes imperator,Malacostraca,ITS-612439
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612440,Periclimenes incertus,Malacostraca,ITS-612440
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612443,Periclimenes inornatus,Malacostraca,ITS-612443
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612449,Periclimenes kempi,Malacostraca,ITS-612449
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612451,Cuapetes kororensis,Malacostraca,ITS-612451
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612453,Periclimenes lanipes,Malacostraca,ITS-612453
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612454,Periclimenes latipollex,Malacostraca,ITS-612454
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612464,Periclimenes madreporae,Malacostraca,ITS-612464
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612465,Ancylomenes magnificus,Malacostraca,ITS-612465
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612466,Periclimenes mahei,Malacostraca,ITS-612466
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612472,Periclimenes obscurus,Malacostraca,ITS-612472
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612490,Cuapetes platycheles,Malacostraca,ITS-612490
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612492,Periclimenes poupini,Malacostraca,ITS-612492
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612493,Periclimenes psamathe,Malacostraca,ITS-612493
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612495,Periclimenes rectirostris,Malacostraca,ITS-612495
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612506,Periclimenes soror,Malacostraca,ITS-612506
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612509,Cuapetes tenuipes,Malacostraca,ITS-612509
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612511,Periclimenes tenuis,Malacostraca,ITS-612511
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612514,Ancylomenes tosaensis,Malacostraca,ITS-612514
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612516,Periclimenes uniunguiculatus,Malacostraca,ITS-612516
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612519,Periclimenes venustus,Malacostraca,ITS-612519
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612525,Philarius gerlachei,Malacostraca,ITS-612525
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612526,Philarius imperialis,Malacostraca,ITS-612526
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612527,Philarius lifuensis,Malacostraca,ITS-612527
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612532,Pliopontonia furtiva,Malacostraca,ITS-612532
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612539,Odontonia katoi,Malacostraca,ITS-612539
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612556,Pontonides unciger,Malacostraca,ITS-612556
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612557,Pontoniopsis comanthi,Malacostraca,ITS-612557
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612562,Stegopontonia commensalis,Malacostraca,ITS-612562
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612564,Thaumastocaris streptopus,Malacostraca,ITS-612564
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612565,Tuleariocaris holthuisi,Malacostraca,ITS-612565
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612581,Vir philippinensis,Malacostraca,ITS-612581
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612586,Anchistus australis,Malacostraca,ITS-612586
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-612778,Urocaridella urocaridella,Malacostraca,ITS-612778
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-620902,Solenocera alfonso,Malacostraca,ITS-620902
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-620919,Hymenopenaeus equalis,Malacostraca,ITS-620919
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-621749,Hippolyte obliquimanus,Malacostraca,ITS-621749
ANIMALIA,Acanthocephala,NA,NA,NA,NA,aquamaps_only,ITS-64279,Echinorhynchus gadi,Palaeacanthocephala,ITS-64279
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-656182,Glyptelasma hamatum,Maxillopoda,ITS-656182
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-656184,Megalasma minus,Maxillopoda,ITS-656184
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-656187,Dichelaspis hawaiense,Maxillopoda,ITS-656187
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-656194,Euscalpellum stratum,Maxillopoda,ITS-656194
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-656196,Alcockianum alcockianum,Maxillopoda,ITS-656196
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-656247,Verruca cookei,Maxillopoda,ITS-656247
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-656252,Chelonibia caretta,Maxillopoda,ITS-656252
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-656281,Poecilasma kaempferi,Maxillopoda,ITS-656281
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-656284,Trianguloscalpellum regium,Maxillopoda,ITS-656284
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-657025,Ventiella sulfuris,Malacostraca,ITS-657025
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-657028,Gibberosus devaneyi,Malacostraca,ITS-657028
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-657029,Gibberosus myersi,Malacostraca,ITS-657029
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-657030,Resupinus coloni,Malacostraca,ITS-657030
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-657037,Ceradocus sheardi,Malacostraca,ITS-657037
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-657106,Hornellia tequestae,Malacostraca,ITS-657106
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-657156,Perioculodes cerasinus,Malacostraca,ITS-657156
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-657431,Eusirus antarcticus,Malacostraca,ITS-657431
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-657432,Eusirus perdentatus,Malacostraca,ITS-657432
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-657433,Eusirus microps,Malacostraca,ITS-657433
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659836,Stenopus pyrsonotus,Malacostraca,ITS-659836
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659848,Acanthephyra quadrispinosa,Malacostraca,ITS-659848
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659850,Janicella spinicauda,Malacostraca,ITS-659850
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659851,Kemphyra corallina,Malacostraca,ITS-659851
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659866,Nematocarcinus gracilis,Malacostraca,ITS-659866
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659867,Nematocarcinus tenuirostris,Malacostraca,ITS-659867
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659868,Cinetorhynchus concolor,Malacostraca,ITS-659868
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659871,Cinetorhynchus hendersoni,Malacostraca,ITS-659871
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659872,Cinetorhynchus hiatti,Malacostraca,ITS-659872
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659874,Cinetorhynchus reticulatus,Malacostraca,ITS-659874
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659883,Anchistioides compressus,Malacostraca,ITS-659883
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659886,Hymenocera picta,Malacostraca,ITS-659886
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659894,Urocaridella antonbruunii,Malacostraca,ITS-659894
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659896,Alpheopsis aequalis,Malacostraca,ITS-659896
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659898,Alpheopsis diabolus,Malacostraca,ITS-659898
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659905,Alpheus brevipes,Malacostraca,ITS-659905
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659906,Alpheus bucephalus,Malacostraca,ITS-659906
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659907,Alpheus clypeatus,Malacostraca,ITS-659907
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659908,Alpheus coetivensis,Malacostraca,ITS-659908
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659909,Alpheus collumianus,Malacostraca,ITS-659909
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659910,Alpheus crockeri,Malacostraca,ITS-659910
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659912,Alpheus diadema,Malacostraca,ITS-659912
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659913,Alpheus dolerus,Malacostraca,ITS-659913
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659914,Alpheus edwardsii,Malacostraca,ITS-659914
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659915,Alpheus gracilis,Malacostraca,ITS-659915
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659916,Alpheus hailstonei,Malacostraca,ITS-659916
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659922,Alpheus lobidens,Malacostraca,ITS-659922
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659924,Alpheus oahuensis,Malacostraca,ITS-659924
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659925,Alpheus pacificus,Malacostraca,ITS-659925
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659926,Alpheus paradentipes,Malacostraca,ITS-659926
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659927,Alpheus paralcyone,Malacostraca,ITS-659927
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659928,Alpheus parvirostris,Malacostraca,ITS-659928
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659929,Alpheus percyi,Malacostraca,ITS-659929
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659930,Alpheus platyunguiculatus,Malacostraca,ITS-659930
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659933,Alpheus rapacida,Malacostraca,ITS-659933
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659934,Alpheus rapax,Malacostraca,ITS-659934
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659937,Alpheus strenuus,Malacostraca,ITS-659937
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659938,Leptalpheus pacificus,Malacostraca,ITS-659938
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659941,Metalpheus paragracilis,Malacostraca,ITS-659941
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659947,Synalpheus albatrossi,Malacostraca,ITS-659947
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659949,Synalpheus charon,Malacostraca,ITS-659949
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659950,Synalpheus coutierei,Malacostraca,ITS-659950
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659954,Synalpheus paraneomeris,Malacostraca,ITS-659954
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659956,Synalpheus streptodactylus,Malacostraca,ITS-659956
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659970,Hippolyte ventricosa,Malacostraca,ITS-659970
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659974,Lysmata amboinensis,Malacostraca,ITS-659974
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659983,Saron marmoratus,Malacostraca,ITS-659983
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659984,Saron neglectus,Malacostraca,ITS-659984
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659985,Thor paschalis,Malacostraca,ITS-659985
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659986,Thor spinosus,Malacostraca,ITS-659986
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-659988,Nikoides danae,Malacostraca,ITS-659988
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660006,Plesionika fimbriata,Malacostraca,ITS-660006
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660009,Plesionika spinidorsalis,Malacostraca,ITS-660009
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660010,Plesionika trispinus,Malacostraca,ITS-660010
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660012,Aegaeon rathbuni,Malacostraca,ITS-660012
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660016,Philocheras breviflagella,Malacostraca,ITS-660016
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660021,Thinora maldivensis,Malacostraca,ITS-660021
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660025,Chorismus antarcticus,Malacostraca,ITS-660025
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660027,Heterocarpus lepidus,Malacostraca,ITS-660027
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660028,Heterocarpus longirostris,Malacostraca,ITS-660028
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660029,Plesionika sindoi,Malacostraca,ITS-660029
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660121,Gastroptychus formosus,Malacostraca,ITS-660121
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660123,Gastroptychus iaspis,Malacostraca,ITS-660123
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660125,Pseudomunida fragilis,Malacostraca,ITS-660125
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660129,Galathea spinosorostris,Malacostraca,ITS-660129
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660133,Munida heteracantha,Malacostraca,ITS-660133
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660135,Munidopsis alvisca,Malacostraca,ITS-660135
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660144,Phylladiorhynchus integrirostris,Malacostraca,ITS-660144
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660147,Petrolisthes coccineus,Malacostraca,ITS-660147
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660149,Albunea speciosa,Malacostraca,ITS-660149
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660150,Hippa pacifica,Malacostraca,ITS-660150
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660153,Aniculus hopperae,Malacostraca,ITS-660153
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660154,Aniculus maximus,Malacostraca,ITS-660154
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660156,Calcinus elegans,Malacostraca,ITS-660156
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660157,Calcinus gaimardii,Malacostraca,ITS-660157
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660158,Calcinus guamensis,Malacostraca,ITS-660158
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660159,Calcinus haigae,Malacostraca,ITS-660159
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660161,Calcinus laevimanus,Malacostraca,ITS-660161
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660162,Calcinus latens,Malacostraca,ITS-660162
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660164,Calcinus seurati,Malacostraca,ITS-660164
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660167,Ciliopagurus strigatus,Malacostraca,ITS-660167
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660168,Clibanarius zebra,Malacostraca,ITS-660168
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660169,Dardanus brachyops,Malacostraca,ITS-660169
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660170,Dardanus deformis,Malacostraca,ITS-660170
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660171,Dardanus gemmatus,Malacostraca,ITS-660171
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660172,Dardanus guttatus,Malacostraca,ITS-660172
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660173,Dardanus lagopodes,Malacostraca,ITS-660173
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,ITS-660174,Dardanus megistos,Malacostraca,ITS-660174
