am_sid,am_spec_code,genus,species,f_bname,am_sciname
Fis-23561,1060,Hyporhamphus,unifasciatus,Common halfbeak,Hyporhamphus unifasciatus
Fis-163774,9205,Hyporthodus,acanthistius,Rooster hind,Hyporthodus acanthistius
Fis-163776,7342,Hyporthodus,ergastularius,Sevenbar grouper,Hyporthodus ergastularius
Fis-163777,1205,Hyporthodus,flavolimbatus,Yellowedge grouper,Hyporthodus flavolimbatus
Fis-164463,9262,Hyporthodus,haifensis,Haifa grouper,Hyporthodus haifensis
Fis-163778,1206,Hyporthodus,mystacinus,Misty grouper,Hyporthodus mystacinus
Fis-163779,1207,Hyporthodus,nigritus,Warsaw grouper,Hyporthodus nigritus
Fis-163780,9594,Hyporthodus,niphobles,Star-studded grouper,Hyporthodus niphobles
Fis-163781,1208,Hyporthodus,niveatus,Snowy grouper,Hyporthodus niveatus
Fis-163782,7355,Hyporthodus,octofasciatus,Eightbar grouper,Hyporthodus octofasciatus
Fis-163783,6371,Hyporthodus,quernus,Hawaiian grouper,Hyporthodus quernus
Fis-163784,6574,Hyporthodus,septemfasciatus,Convict grouper,Hyporthodus septemfasciatus
W-Bch-440491,83549,Hypothalassia,armata,champagne crab,Hypothalassia armata
Fis-123700,50403,Hypsagonus,corniger,NA,Hypsagonus corniger
Fis-24693,4164,Hypsagonus,quadricornis,Fourhorn poacher,Hypsagonus quadricornis
Fis-27605,10016,Hypseleotris,cyprinoides,Tropical carp-gudgeon,Hypseleotris cyprinoides
Fis-60621,26664,Hypseleotris,guentheri,NA,Hypseleotris guentheri
Fis-56941,25054,Hypseleotris,leuciscus,NA,Hypseleotris leuciscus
W-Msc-558625,2106,Hypselodoris,bayeri,NA,Hypselodoris bayeri
W-Msc-458669,87339,Hypselodoris,bennetti,bennett's Hypselodoris,Hypselodoris bennetti
W-Msc-139151,87347,Hypselodoris,infucata,painted nudibranch,Hypselodoris infucata
SLB-178157,149329,Hypselodoris,lilyeveae,NA,Hypselodoris lilyeveae
W-Msc-209600,87351,Hypselodoris,nigrostriata,black stripped hypselodoris,Hypselodoris nigrostriata
SLB-109012,7707,Hypselodoris,picta,NA,Hypselodoris picta
SLB-179136,150420,Hypselodoris,ruthae,NA,Hypselodoris ruthae
SLB-77377,2107,Hypselodoris,sycilla,NA,Hypselodoris sycilla
Fis-112355,46149,Hypselognathus,horridus,Prickly pipefish,Hypselognathus horridus
SLB-111574,100750,Hypsicomus,phaeotenia,NA,Hypsicomus phaeotenia
URM-2-2634,54324,Hypsistozoa,distomoides,NA,Hypsistozoa distomoides
Fis-26938,8269,Hypsoblennius,brevipinnis,Barnaclebill blenny,Hypsoblennius brevipinnis
Fis-24694,3761,Hypsoblennius,gentilis,Bay blenny,Hypsoblennius gentilis
Fis-24695,3762,Hypsoblennius,gilberti,Rockpool blenny,Hypsoblennius gilberti
Fis-155663,3763,Hypsoblennius,hentz,Feather blenny,Hypsoblennius hentz
Fis-35176,12442,Hypsoblennius,invemar,Tessellated blenny,Hypsoblennius invemar
Fis-24698,3765,Hypsoblennius,jenkinsi,Mussel blenny,Hypsoblennius jenkinsi
Fis-145637,59661,Hypsoblennius,proteus,Socorro blenny,Hypsoblennius proteus
Fis-24699,4241,Hypsopsetta,guttulata,Diamond turbot,Hypsopsetta guttulata
Fis-24700,3633,Hypsurus,caryi,Rainbow seaperch,Hypsurus caryi
Fis-24701,3648,Hypsypops,rubicundus,Garibaldi damselfish,Hypsypops rubicundus
W-Por-165350,51037,Hyrtios,erectus,NA,Hyrtios erectus
W-Por-165352,84452,Hyrtios,proteus,NA,Hyrtios proteus
W-Por-165354,163140,Hyrtios,reticulatus,NA,Hyrtios reticulatus
SLB-156806,130690,Hyrtios,violaceus,NA,Hyrtios violaceus
SLB-17464,12493,Hyssura,ligurica,NA,Hyssura ligurica
W-Msc-507263,80698,Iacra,japonica,NA,Iacra japonica
W-Msc-539898,100086,Iacra,seychellarum,NA,Iacra seychellarum
Fis-31589,5930,Iago,garricki,Longnose houndshark,Iago garricki
Fis-25903,5929,Iago,omanensis,Bigeye houndshark,Iago omanensis
W-Iso-118714,12501,Ianiropsis,breviremis,NA,Ianiropsis breviremis
W-Iso-255985,23649,Ianiropsis,kincaidi,NA,Ianiropsis kincaidi
W-Por-165135,2380849,Ianthella,basta,elephant ear sponge,Ianthella basta
W-Iso-174371,12519,Ianthopsis,bovallii,NA,Ianthopsis bovallii
W-Iso-174382,12524,Ianthopsis,nasicornis,NA,Ianthopsis nasicornis
SLB-96241,88731,Iasis,cylindrica,NA,Iasis cylindrica
W-Iso-174999,12533,Iathrippa,longicauda,NA,Iathrippa longicauda
W-Iso-258061,12536,Iathrippa,sarsi,NA,Iathrippa sarsi
SLB-184952,15059,Ibacus,alticrenatus,Velvet fan lobster,Ibacus alticrenatus
ITS-553010,15060,Ibacus,brevipes,serrate fan lobster,Ibacus brevipes
ITS-553011,15061,Ibacus,brucei,glaborous fan lobster,Ibacus brucei
ITS-553012,15062,Ibacus,ciliatus,Japanese fan lobster,Ibacus ciliatus
ITS-553013,15063,Ibacus,novemdentatus,smooth fan lobster,Ibacus novemdentatus
ITS-553014,15064,Ibacus,peronii,butterfly fan lobster,Ibacus peronii
SLB-184953,153232,Ibacus,pubescens,NA,Ibacus pubescens
SLB-103512,94099,Ibla,cumingi,NA,Ibla cumingi
Fis-30821,4099,Icelinus,borealis,Northern sculpin,Icelinus borealis
Fis-30822,4100,Icelinus,burchami,Dusky sculpin,Icelinus burchami
Fis-30823,4101,Icelinus,cavifrons,Pit-head sculpin,Icelinus cavifrons
Fis-30824,4102,Icelinus,filamentosus,Threadfin sculpin,Icelinus filamentosus
Fis-30825,4103,Icelinus,fimbriatus,Fringed sculpin,Icelinus fimbriatus
Fis-162107,64748,Icelinus,limbaughi,Canyon sculpin,Icelinus limbaughi
Fis-150550,61296,Icelinus,pietschi,NA,Icelinus pietschi
Fis-24703,4105,Icelinus,quadriseriatus,Yellowchin sculpin,Icelinus quadriseriatus
Fis-30827,4106,Icelinus,tenuis,Spotfin sculpin,Icelinus tenuis
SLB-190075,155797,Icelopagurus,crosnieri,NA,Icelopagurus crosnieri
Fis-24702,4107,Icelus,bicornis,Twohorn sculpin,Icelus bicornis
Fis-54551,23906,Icelus,canaliculatus,Blacknose sculpin,Icelus canaliculatus
Fis-54545,23905,Icelus,cataphractus,NA,Icelus cataphractus
Fis-124393,50794,Icelus,euryops,NA,Icelus euryops
Fis-54543,23904,Icelus,gilberti,NA,Icelus gilberti
Fis-54558,23911,Icelus,ochotensis,NA,Icelus ochotensis
Fis-54553,23910,Icelus,perminovi,Scaly-belly sculpin,Icelus perminovi
Fis-123652,50359,Icelus,rastrinoides,NA,Icelus rastrinoides
Fis-30828,4108,Icelus,spatula,Spatulate sculpin,Icelus spatula
Fis-30829,4109,Icelus,spiniger,Thorny sculpin,Icelus spiniger
Fis-123653,50360,Icelus,stenosomus,NA,Icelus stenosomus
Fis-125691,51497,Icelus,uncinalis,NA,Icelus uncinalis
Fis-24071,2647,Ichthyapus,ophioneus,Surf eel,Ichthyapus ophioneus
Fis-29009,13909,Ichthyapus,selachops,Smiling snake-eel,Ichthyapus selachops
Fis-51575,17399,Ichthyapus,vulturis,Vulture sand eel,Ichthyapus vulturis
Fis-28211,11808,Ichthyocampus,carce,NA,Ichthyocampus carce
Fis-53158,23142,Ichthyococcus,australis,Southern lightfish,Ichthyococcus australis
Fis-52352,22718,Ichthyococcus,elongatus,Slim lightfish,Ichthyococcus elongatus
Fis-55581,24486,Ichthyococcus,intermedius,Intermediate lightfish,Ichthyococcus intermedius
Fis-139478,57233,Ichthyococcus,irregularis,Bulldog lightfish,Ichthyococcus irregularis
Fis-23562,1804,Ichthyococcus,ovatus,Lightfish,Ichthyococcus ovatus
Fis-146366,59936,Ichthyococcus,parini,NA,Ichthyococcus parini
Fis-34771,11689,Ichthyococcus,polli,NA,Ichthyococcus polli
Fis-35843,14433,Ichthyscopus,barbatus,Fringed stargazer,Ichthyscopus barbatus
Fis-119586,23561,Ichthyscopus,sannio,Spotcheck stargazer,Ichthyscopus sannio
Fis-32199,7118,Icichthys,australis,Southern driftfish,Icichthys australis
Fis-30146,3922,Icichthys,lockingtoni,Medusafish,Icichthys lockingtoni
SLB-61207,44355,Iciligorgia,schrammi,deep-water sea fan,Iciligorgia schrammi
W-Ase-254823,138708,Iconaster,longimanus,icon star,Iconaster longimanus
Fis-30147,3929,Icosteus,aenigmaticus,Ragfish,Icosteus aenigmaticus
Fis-34710,11585,Idiacanthus,antrostomus,Pacific blackdragon,Idiacanthus antrostomus
Fis-32106,6970,Idiacanthus,atlanticus,Black dragonfish,Idiacanthus atlanticus
Fis-34854,11828,Idiacanthus,fasciola,Ribbon sawtail fish,Idiacanthus fasciola
Fis-118052,48707,Idiastion,kyphos,NA,Idiastion kyphos
Fis-116293,47873,Idiastion,pacificum,Flame humpback scorpionsh,Idiastion pacificum
W-Hyd-220588,43704,Idiellana,pristis,NA,Idiellana pristis
Fis-114155,46977,Idiolophorhynchus,andriashevi,Pineapple rattail,Idiolophorhynchus andriashevi
Fis-26540,7431,Idiolychnus,urolampus,NA,Idiolychnus urolampus
SLB-71329,57645,Idiosepius,notoides,Southern pygmy squid,Idiosepius notoides
SLB-71330,57371,Idiosepius,paradoxus,Northern pygmy squid,Idiosepius paradoxus
SLB-71332,57854,Idiosepius,pygmaeus,two-tone pygmy squid,Idiosepius pygmaeus
Fis-154197,62171,Idiotropiscis,lumnitzeri,Sydney's pygmy pipehorse,Idiotropiscis lumnitzeri
W-Bry-111752,51891,Idmidronea,atlantica,NA,Idmidronea atlantica
W-Iso-119042,9888,Idotea,chelipes,NA,Idotea chelipes
W-Iso-119043,10180,Idotea,emarginata,NA,Idotea emarginata
W-Iso-119044,10182,Idotea,granulosa,NA,Idotea granulosa
W-Iso-119046,9889,Idotea,linearis,NA,Idotea linearis
W-Iso-119047,10187,Idotea,metallica,NA,Idotea metallica
W-Iso-119048,10188,Idotea,neglecta,NA,Idotea neglecta
W-Iso-257353,10195,Idotea,rufescens,NA,Idotea rufescens
W-Iso-257355,10197,Idotea,urotoma,NA,Idotea urotoma
W-Msc-449966,72066,Ifremeria,nautilei,NA,Ifremeria nautilei
Fis-53628,23356,Ijimaia,dofleini,NA,Ijimaia dofleini
Fis-32657,8088,Ijimaia,loppei,Loppe's tadpole fish,Ijimaia loppei
Fis-26543,7443,Ijimaia,plicatellus,Deep water ateleopid fish,Ijimaia plicatellus
W-Msc-531590,94413,Ilbia,ilbi,burn's ilbia,Ilbia ilbi
Fis-19897,1625,Ilisha,africana,West African ilisha,Ilisha africana
Fis-60681,26706,Ilisha,compressa,Compressed ilisha,Ilisha compressa
Fis-23564,1627,Ilisha,elongata,Elongate ilisha,Ilisha elongata
Fis-23565,1628,Ilisha,filigera,Coromandel ilisha,Ilisha filigera
Fis-150747,1629,Ilisha,fuerthii,Pacific ilisha,Ilisha fuerthii
Fis-23567,1630,Ilisha,kampeni,Kampen's ilisha,Ilisha kampeni
Fis-62834,27617,Ilisha,lunula,Longtail ilisha,Ilisha lunula
Fis-30148,1631,Ilisha,macrogaster,Kalimantan ilisha,Ilisha macrogaster
Fis-23568,1632,Ilisha,megaloptera,Bigeye ilisha,Ilisha megaloptera
Fis-23569,1633,Ilisha,melastoma,Indian ilisha,Ilisha melastoma
Fis-30150,1637,Ilisha,sirishai,Lobejaw ilisha,Ilisha sirishai
Fis-30151,1638,Ilisha,striatula,Banded ilisha,Ilisha striatula
W-Msc-342064,57274,Illex,argentinus,Argentine shortfin squid,Illex argentinus
W-Msc-140621,58130,Illex,coindetii,shortfin squid,Illex coindetii
W-Msc-153087,58129,Illex,illecebrosus,northern shortfin squid,Illex illecebrosus
W-Msc-157022,58131,Illex,oxygonius,sharptail shortfin squid,Illex oxygonius
Fis-35408,12894,Iluocoetes,fimbriatus,NA,Iluocoetes fimbriatus
W-Msc-467490,5522,Ilyanassa,obsoleta,eastern mudsnail,Ilyanassa obsoleta
SLB-18586,10759,Ilyarachna,antarctica,NA,Ilyarachna antarctica
W-Iso-255859,10768,Ilyarachna,crozetensis,NA,Ilyarachna crozetensis
W-Iso-118676,23712,Ilyarachna,hirticeps,NA,Ilyarachna hirticeps
W-Iso-175186,12554,Ilyarachna,nordenstami,NA,Ilyarachna nordenstami
W-Bch-207542,2381023,Ilyograpsus,paludicola,NA,Ilyograpsus paludicola
Fis-133346,54785,Ilyophis,arx,NA,Ilyophis arx
Fis-133345,54784,Ilyophis,blachei,NA,Ilyophis blachei
Fis-33178,9103,Ilyophis,brunneus,Muddy arrowtooth eel,Ilyophis brunneus
Fis-127126,52411,Ilyophis,nigeli,NA,Ilyophis nigeli
Fis-24713,3880,Ilypnus,gilberti,Cheekspot goby,Ilypnus gilberti
W-Msc-416998,92094,Imbricaria,conovula,NA,Imbricaria conovula
W-Msc-416997,92095,Imbricaria,conularis,cone mitre,Imbricaria conularis
W-Msc-208145,92096,Imbricaria,olivaeformis,olive-shaped mitre,Imbricaria olivaeformis
W-Msc-208146,92097,Imbricaria,punctata,bonelike mitre,Imbricaria punctata
W-Oli-475763,141008,Inanidrilus,aduncosetis,NA,Inanidrilus aduncosetis
W-Oct-290186,152076,Incrustatus,comauensis,common encrusting soft coral,Incrustatus comauensis
Fis-170053,7958,Indobatis,ori,Black legskate,Indobatis ori
ITS-Mam-180502,68889,Indopacetus,pacificus,longman's beaked whale,Indopacetus pacificus
URM-Cn-5862,45768,Indophyllia,macassarensis,NA,Indophyllia macassarensis
Fis-27925,10778,Inegocia,harrisii,Harris's flathead,Inegocia harrisii
Fis-164002,10335,Inegocia,japonica,Japanese flathead,Inegocia japonica
Fis-163875,65425,Inegocia,ochiaii,NA,Inegocia ochiaii
W-Msc-591623,147623,Inella,colon,NA,Inella colon
SLB-176876,147790,Inella,pompona,NA,Inella pompona
W-Hyd-289284,44488,Inferiolabiata,lowei,NA,Inferiolabiata lowei
W-Msc-419902,1428,Iniforis,turristhomae,St. Thomas triphora,Iniforis turristhomae
Fis-146180,5611,Iniistius,aneitensis,Yellowblotch razorfish,Iniistius aneitensis
Fis-146177,59859,Iniistius,auropunctatus,NA,Iniistius auropunctatus
Fis-146181,57870,Iniistius,baldwini,Baldwin's razorfish,Iniistius baldwini
Fis-153058,14342,Iniistius,bimaculatus,Two-spot razorfish,Iniistius bimaculatus
Fis-146182,5612,Iniistius,celebicus,Celebes razorfish,Iniistius celebicus
Fis-155103,10501,Iniistius,dea,Blackspot razorfish,Iniistius dea
Fis-159650,63440,Iniistius,griffithsi,Griffiths' razorfish,Iniistius griffithsi
Fis-166560,23517,Iniistius,melanopus,Yellowpatch razorfish,Iniistius melanopus
Fis-167983,66868,Iniistius,naevus,Blemished razorfish,Iniistius naevus
Fis-7176,5613,Iniistius,pavo,Peacock wrasse,Iniistius pavo
Fis-146179,7747,Iniistius,pentadactylus,Fivefinger wrasse,Iniistius pentadactylus
Fis-162865,56574,Iniistius,trivittatus,NA,Iniistius trivittatus
Fis-166561,23536,Iniistius,twistii,Redblotch razorfish,Iniistius twistii
Fis-28314,12031,Inimicus,caledonicus,Chinese ghoul,Inimicus caledonicus
Fis-27874,10637,Inimicus,cuvieri,Longsnout stinger,Inimicus cuvieri
Fis-25838,5826,Inimicus,didactylus,Bearded ghoul,Inimicus didactylus
Fis-26099,6403,Inimicus,filamentosus,Two-stick stingfish,Inimicus filamentosus
Fis-26090,6386,Inimicus,japonicus,NA,Inimicus japonicus
Fis-27834,10537,Inimicus,sinensis,Spotted ghoul,Inimicus sinensis
SLB-71357,57244,Inioteuthis,maculosa,bobtail squid,Inioteuthis maculosa
W-Msc-420274,5877,Inodrillia,acova,NA,Inodrillia acova
W-Msc-434035,5872,Inodrillia,aepynota,NA,Inodrillia aepynota
W-Msc-434036,5878,Inodrillia,avira,NA,Inodrillia avira
W-Msc-159882,5874,Inodrillia,dalli,NA,Inodrillia dalli
W-Msc-434039,5882,Inodrillia,miamia,NA,Inodrillia miamia
W-Msc-420281,5875,Inodrillia,nucleata,NA,Inodrillia nucleata
SLB-176804,147708,Inodrillia,pharcida,NA,Inodrillia pharcida
Fis-159585,15422,Insentiraja,subtilispinosa,Velvet skate,Insentiraja subtilispinosa
W-Bch-441013,153120,Intesius,richeri,NA,Intesius richeri
W-Por-167419,152058,Iophon,proximum,Chilean breadcrumb sponge,Iophon proximum
SLB-98173,89709,Iothia,coppingeri,NA,Iothia coppingeri
SLB-177673,148784,Iothia,radiata,NA,Iothia radiata
W-Por-169378,130583,Iotrochota,baculifera,purple-staining sponge,Iotrochota baculifera
W-Por-169379,84490,Iotrochota,birotulata,green finger sponge,Iotrochota birotulata
W-Bch-209530,130648,Iphiculus,spongiosus,NA,Iphiculus spongiosus
SLB-176461,146560,Iphimedia,pacifica,NA,Iphimedia pacifica
SLB-181495,151637,Iphimediella,cyclogena,NA,Iphimediella cyclogena
SLB-182122,151639,Iphimediella,margueretei,NA,Iphimediella margueretei
SLB-181516,151653,Iphimediella,microdentata,NA,Iphimediella microdentata
SLB-181584,151687,Iphimediella,serrata,NA,Iphimediella serrata
W-Cum-181794,104010,Iphinoe,calmani,NA,Iphinoe calmani
W-Cum-156142,104023,Iphinoe,maeotica,NA,Iphinoe maeotica
W-Cum-110462,15256,Iphinoe,trispinosa,NA,Iphinoe trispinosa
Fis-33216,9152,Ipnops,agassizii,Grideye fish,Ipnops agassizii
Fis-143854,58767,Ipnops,meadi,NA,Ipnops meadi
Fis-55981,24635,Ipnops,murrayi,NA,Ipnops murrayi
Fis-32524,7780,Iracundus,signifer,Decoy scorpionfish,Iracundus signifer
W-Msc-527647,153755,Iravadia,quadrasi,NA,Iravadia quadrasi
W-Por-165009,51068,Ircinia,campana,NA,Ircinia campana
W-Por-165020,51069,Ircinia,felix,stinker sponge,Ircinia felix
W-Por-165028,163090,Ircinia,irregularis,NA,Ircinia irregularis
W-Por-165043,51070,Ircinia,ramosa,NA,Ircinia ramosa
W-Por-165051,51071,Ircinia,strobilina,black-ball sponge,Ircinia strobilina
SLB-141400,110059,Iridaea,cordata,iridea,Iridaea cordata
Fis-54787,24062,Irolita,waitii,Southern round skate,Irolita waitii
Fis-161235,63976,Irolita,westraliensis,Western round skate,Irolita westraliensis
W-Por-171084,162734,Isabella,mirabilis,NA,Isabella mirabilis
Fis-22885,397,Isacia,conceptionis,Cabinza grunt,Isacia conceptionis
URM-Cn-6278,141893,Isaurus,tuberculatus,snake polyps,Isaurus tuberculatus
W-Msc-156861,47692,Ischadium,recurvum,hooked mussel,Ischadium recurvum
W-Msc-247773,58297,Ischnochiton,albus,white nothern chiton,Ischnochiton albus
W-Msc-385957,58311,Ischnochiton,erythronotus,multihued chiton,Ischnochiton erythronotus
W-Msc-387247,83527,Ischnochiton,hakodadensis,Hakodate chiton,Ischnochiton hakodadensis
W-Msc-385928,154276,Ischnochiton,pusio,Mahogany sea cradle,Ischnochiton pusio
W-Msc-140139,89016,Ischnochiton,rissoi,NA,Ischnochiton rissoi
W-Msc-385994,58304,Ischnochiton,striolatus,NA,Ischnochiton striolatus
W-Msc-386010,89024,Ischnochiton,yerburyi,NA,Ischnochiton yerburyi
W-Iso-255930,12217,Ischnomesus,spaercki,NA,Ischnomesus spaercki
ITS-612277,19172,Ischnopontonia,lophos,NA,Ischnopontonia lophos
SLB-187620,154557,Ischyrocerus,longimanus,NA,Ischyrocerus longimanus
SLB-20832,10747,Ischyromene,menziesi,NA,Ischyromene menziesi
W-Oct-125373,139375,Isidella,elongata,NA,Isidella elongata
Fis-23161,696,Isistius,brasiliensis,Cookie cutter shark,Isistius brasiliensis
Fis-29421,697,Isistius,plutodus,Largetooth cookiecutter shark,Isistius plutodus
Fis-47543,15555,Iso,hawaiiensis,Hawaiian surf sardine,Iso hawaiiensis
Fis-50290,16848,Iso,natalensis,Surf sprite,Iso natalensis
Fis-47545,15557,Iso,rhothophilus,Flower of the wave,Iso rhothophilus
W-Iso-258365,22851,Isocladus,armatus,NA,Isocladus armatus
W-Por-168460,142493,Isodictya,kerguelenensis,NA,Isodictya kerguelenensis
W-Msc-420737,47714,Isognomon,bicolor,bicolor purse-oyster,Isognomon bicolor
W-Msc-208462,84369,Isognomon,ephippium,saddle tree oyster,Isognomon ephippium
W-Msc-208468,84370,Isognomon,isognomum,wader tree oyster,Isognomon isognomum
W-Msc-208472,101148,Isognomon,legumen,pod tree oyster,Isognomon legumen
W-Msc-208470,84371,Isognomon,perna,rayed tree oyster,Isognomon perna
Fis-23162,891,Isogomphodon,oxyrhynchus,Daggernose shark,Isogomphodon oxyrhynchus
SLB-175091,142769,Isometra,vivipara,NA,Isometra vivipara
URM-Cn-5863,89391,Isophyllia,rigida,rough star coral,Isophyllia rigida
URM-Cn-5864,45770,Isophyllia,sinuosa,sinuous cactus coral,Isophyllia sinuosa
Fis-23572,1179,Isopisthus,parvipinnis,Bigtooth corvina,Isopisthus parvipinnis
Fis-35703,14018,Isopisthus,remifer,Silver weakfish,Isopisthus remifer
ITS-612278,19173,Isopontonia,platycheles,NA,Isopontonia platycheles
URM-Cn-4720,45480,Isopora,brueggemanni,NA,Isopora brueggemanni
URM-Cn-4730,46068,Isopora,crateriformis,NA,Isopora crateriformis
URM-Cn-4731,46079,Isopora,cuneata,NA,Isopora cuneata
URM-Cn-4797,46802,Isopora,palifera,catch bowl coral,Isopora palifera
Fis-24715,4242,Isopsetta,isolepis,Butter sole,Isopsetta isolepis
W-Bry-471921,151968,Isosecuriflustra,angusta,NA,Isosecuriflustra angusta
W-Bry-471922,142486,Isosecuriflustra,tenuis,NA,Isosecuriflustra tenuis
W-Hol-367868,84472,Isostichopus,badionotus,chocolate chip sea cucumber,Isostichopus badionotus
W-Hol-529516,49462,Isostichopus,fuscus,brown sea cucumber,Isostichopus fuscus
W-Hol-529517,140860,Isostichopus,macroparentheses,NA,Isostichopus macroparentheses
Hex-6976,42598,Isotealia,antarctica,salmon anemone,Isotealia antarctica
W-Msc-419903,141112,Isotriphora,peetersae,NA,Isotriphora peetersae
W-Msc-140829,7134,Issena,pacifica,NA,Issena pacifica
SLB-77662,7135,Issena,ramosa,NA,Issena ramosa
Fis-47995,8043,Istiblennius,bellus,Imspringer,Istiblennius bellus
Fis-61834,27247,Istiblennius,colei,Cole's rockskipper,Istiblennius colei
Fis-26594,7562,Istiblennius,dussumieri,Streaky rockskipper,Istiblennius dussumieri
Fis-25979,6049,Istiblennius,edentulus,Rippled rockskipper,Istiblennius edentulus
Fis-61831,27245,Istiblennius,flaviumbrinus,NA,Istiblennius flaviumbrinus
Fis-25980,6050,Istiblennius,lineatus,Lined rockskipper,Istiblennius lineatus
Fis-28971,13761,Istiblennius,meleagris,Peacock rockskipper,Istiblennius meleagris
Fis-61807,27237,Istiblennius,muelleri,Mueller's rockskipper,Istiblennius muelleri
Fis-61136,27015,Istiblennius,pox,Scarface rockskipper,Istiblennius pox
Fis-54244,23697,Istiblennius,rivulatus,NA,Istiblennius rivulatus
Fis-58117,25453,Istiblennius,unicolor,Pallid rockskipper,Istiblennius unicolor
Fis-25064,4336,Istigobius,campbelli,NA,Istigobius campbelli
Fis-25061,4328,Istigobius,decoratus,Decorated goby,Istigobius decoratus
Fis-57258,25201,Istigobius,diadema,Spectacled sandgoby,Istigobius diadema
Fis-30927,4335,Istigobius,hoesei,Hoese's sandgoby,Istigobius hoesei
Fis-23631,1102,Istigobius,hoshinonis,NA,Istigobius hoshinonis
Fis-25059,4325,Istigobius,nigroocellatus,Black-spotted goby,Istigobius nigroocellatus
Fis-25056,4322,Istigobius,ornatus,Ornate goby,Istigobius ornatus
Fis-25058,4324,Istigobius,rigilius,Rigilius goby,Istigobius rigilius
Fis-25065,4337,Istigobius,spence,Pearl goby,Istigobius spence
Fis-164254,217,Istiompax,indica,Black marlin,Istiompax indica
Fis-22765,78,Istiophorus,albicans,Atlantic sailfish,Istiophorus albicans
Fis-22766,77,Istiophorus,platypterus,Indo-Pacific sailfish,Istiophorus platypterus
Fis-58485,752,Isurus,oxyrinchus,Shortfin mako,Isurus oxyrinchus
Fis-29423,753,Isurus,paucus,Longfin mako,Isurus paucus
SLB-74115,1431,Ithycythara,auberiana,NA,Ithycythara auberiana
W-Msc-420341,6273,Ithycythara,cymella,NA,Ithycythara cymella
W-Msc-420342,6274,Ithycythara,lanceolata,NA,Ithycythara lanceolata
W-Msc-420343,6271,Ithycythara,parkeri,NA,Ithycythara parkeri
W-Msc-420344,6275,Ithycythara,psila,NA,Ithycythara psila
W-Msc-532935,148711,Ithycythara,rubricata,NA,Ithycythara rubricata
Fis-148610,55295,Itycirrhitus,wilhelmi,Wilhelm's hawkfish,Itycirrhitus wilhelmi
SLB-72982,1434,Ividia,havanensis,NA,Ividia havanensis
W-Ech-513356,92225,Jacksonaster,depressum,NA,Jacksonaster depressum
SLB-129927,81351,Jacquinotia,edwardsi,NA,Jacquinotia edwardsi
W-Iso-264171,10199,Jaera,albifrons,NA,Jaera albifrons
W-Iso-264184,9989,Jaera,praehirsuta,NA,Jaera praehirsuta
W-Bra-235711,60523,Jaffaia,jaffaensis,NA,Jaffaia jaffaensis
SLB-131914,115838,Jania,adhaerens,NA,Jania adhaerens
SLB-131925,127690,Jania,capillacea,NA,Jania capillacea
SLB-134671,117700,Jania,tenella,NA,Jania tenella
ITS-659850,20717,Janicella,spinicauda,NA,Janicella spinicauda
W-Iso-118730,23669,Janira,alta,NA,Janira alta
W-Iso-118732,23668,Janira,maculosa,NA,Janira maculosa
W-Iso-256028,23658,Janiralata,solasteri,NA,Janiralata solasteri
SLB-77592,1436,Janolus,comis,NA,Janolus comis
W-Msc-140857,680,Janolus,hyalinus,NA,Janolus hyalinus
SLB-76222,4446,Janthina,globosa,elongate janthina,Janthina globosa
W-Msc-140155,4448,Janthina,janthina,janthina,Janthina janthina
SLB-4019,38225,Janua,kayi,NA,Janua kayi
W-Pol-210060,41129,Janua,pagenstecheri,NA,Janua pagenstecheri
W-Msc-138849,58216,Japetella,diaphana,diaphanous pelagic octopod,Japetella diaphana
W-Msc-420514,147354,Japonactaeon,punctostriatus,NA,Japonactaeon punctostriatus
Fis-27281,9063,Japonoconger,africanus,NA,Japonoconger africanus
Fis-143316,58528,Japonoconger,caribbeus,NA,Japonoconger caribbeus
Fis-143343,58543,Japonoconger,sivicolus,NA,Japonoconger sivicolus
Fis-47575,15578,Japonolaeops,dentatus,NA,Japonolaeops dentatus
Fis-150001,23813,Japonolycodes,abei,NA,Japonolycodes abei
W-Pol-130921,40811,Jasmineira,elegans,NA,Jasmineira elegans
W-Msc-420101,5551,Jaspidella,blanesi,NA,Jaspidella blanesi
W-Msc-420102,5552,Jaspidella,jaspidea,jasper dwarf olive,Jaspidella jaspidea
W-Por-169842,163065,Jaspis,splendens,NA,Jaspis splendens
W-Por-169843,129891,Jaspis,stellifera,NA,Jaspis stellifera
SLB-185179,153424,Jassa,alonsoae,NA,Jassa alonsoae
ITS-660225,21090,Jasus,edwardsii,red rock lobster,Jasus edwardsii
ITS-552953,14807,Jasus,lalandii,Cape rock lobster,Jasus lalandii
ITS-552955,14808,Jasus,paulensis,St. Paul rock lobster,Jasus paulensis
URM-Cn-5671,46856,Javania,cailleti,NA,Javania cailleti
Fis-167268,14881,Jaydia,argyrogaster,Silvermouth siphonfish,Jaydia argyrogaster
Fis-170288,9239,Jaydia,carinatus,Ocellate cardinalfish,Jaydia carinatus
Fis-170296,5751,Jaydia,ellioti,Flag-in cardinal-fish,Jaydia ellioti
Fis-170769,67824,Jaydia,erythrophthalma,NA,Jaydia erythrophthalma
Fis-170290,56482,Jaydia,hungi,NA,Jaydia hungi
Fis-170291,8231,Jaydia,lineata,Indian perch,Jaydia lineata
